Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H20S1V001,H20S1V002,H20S1V003,H20S1V004,H20S1V005,H20S1V006,H20S1V007,H20S1V008,H20S1V009,H20S1V010,H20S1V011,H20S1V012,H20S1V013,H20S1V014,H20S1V015,H20S1V016,H20S1V017,H20S1V018,H20S1V019,H20S1V020,H20S1V021,H20S1V022,H20S2V001,H20S2V002,H20S2V003,H20S2V004,H20S2V005,H20S2V006,H20S2V007,H20S2V008,H20S2V009,H20S2V010,H20S2V011,H20S2V012,H20S2V013,H20S2V014,H20S2V015,H20S2V016,H20S2V017,H20S2V018,H20S2V019,H20S2V020,H20S2V021,H20S2V022,H20S2V023,H20S2V024,H20S2V025,H20S2V026,H20S2V027,H20S2V028,H20S2V029,H20S2V030,H20S3V001,H20S3V002,H20S3V003,H20S3V004,H20S3V005,H20S3V006,H20S3V007,H20S3V008,H20S3V009,H20S3V010,H20S3V011,H20S3V012,H20S3V013,H20S3V014,H20S3V015,H20S3V016,H20S3V017,H20S3V018,H20S3V019,H20S3V020,H20S3V021,H20S3V022,H20S3V023,H20S3V024,H20S3V025,H20S3V026,H20S3V027,H20S3V028,H20S3V029,H20S3V030,H20S3V031,H20S4V001,H20S4V002,H20S4V003,H20S4V004,H20S4V005,H20S4V006,H20S4V007,H20S4V008,H20S4V009,H20S4V010,H20S4V011,H20S4V012,H20S4V013,H20S4V014,H20S4V015,H20S4V016,H20S4V017,H20S4V018,H20S4V019,H20S4V020,H20S4V021,H20S4V022,H20S4V023,H20S4V024,H20S4V025,H20S4V026,H20S4V027,H20S4V028,H20S4V029,H20S4V030,H20S4V031,H20S4V032,H20S4V033,H20S4V034,H20S4V035,H20S4V036,H20S4V037,H20S4V038,H20S4V039,H20S4V040,H20S4V041,H20S4V042,H20S4V043,H20S5V001,H20S5V002,H20S5V003,H20S5V004,H20S5V005,H20S5V006,H20S5V007,H20S5V008,H20S5V009,H20S5V010,H20S5V011,H20S5V012,H20S5V013,H20S5V014,H20S5V015,H20S5V016,H20S5V017,H20S5V018,H20S5V019,H20S5V020,H20S5V021,H20S5V022,H20S5V023,H20S5V024,H20S5V025,H20S5V026
802,WENTWORTH,Ontario,1903 - 1966,20,1945.06.11,2382,aa140311-39c9-4ed9-93ea-2a4f9dc89c8e,"LENNARD, Frank Exton Jr.",15458,0.3768,Progressive Conservative Party,"Merchant, textile dyer",,0,2,,,,,,,,,,,,,2,1,1,1,1,1,1,1,9,9,9,9,9,9,2,1,2,9,9,1,1,1,2,1,2,1,2,2,2,1,1,2,1,9,9,9,9,9,9,9,1,2,1,2,2,1,9,9,9,1,1,9,2,2,2,2,2,1,1,1,2,2,1,9,2,1,9,2,2,2,2,9,9,9,9,2,2,2,2,9,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,9,1,2,2,2,1,9,2,1,1,2,2,1,1,1,9,1,2,2,2,2,9,2,2,1,2,9,9,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,9,9,2,2,2,9,2,1
123,CARLETON,Ontario,1867 - 1966,20,1948.12.20,2396,ab0b620e-8a27-4620-8601-ad7c8704c5ce,"DREW, George",12284,0.7627,Progressive Conservative Party,"Author, barrister",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
563,PRESCOTT,Ontario,1867 - 1952,20,1945.06.11,2427,adeb470e-95a5-4d1a-9fd9-e72a81a909e3,"BERTRAND, Elie Oscar",6623,0.644,Liberal Party of Canada,Merchant,,1,5,,,,,,,,,,,,,2,2,2,2,1,9,2,2,1,9,1,2,2,1,2,2,1,2,1,9,1,1,9,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,9,9,2,2,2,1,1,1,1,2,2,1,9,1,1,1,9,2,2,2,2,1,1,1,9,1,1,1,1,2,1,1,1,1,2,2,1,2,9,1,1,9,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,2,9,9,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,2,1
78,BRUCE,Ontario,1933 - 1975,20,1945.06.11,2436,aeb3bde4-8bfb-4614-8e62-6895bba040d7,"ROBINSON, Andrew E.",6933,0.4781,Progressive Conservative Party,"Farmer, insurance agent",,0,1,,,,,,,,,,,,,9,1,1,1,9,1,1,1,2,2,2,1,1,1,2,1,2,9,1,1,1,1,2,1,1,1,2,2,2,1,1,9,1,9,9,9,9,9,9,9,1,2,1,2,9,9,2,9,9,1,1,9,2,9,9,9,2,1,9,9,9,9,9,9,9,9,1,2,1,2,2,9,1,1,2,9,9,9,2,9,9,1,1,2,2,1,9,2,2,2,2,1,2,1,2,2,1,2,9,9,9,2,9,9,1,2,9,9,9,9,1,9,9,9,9,2,2,2,2,1,2,9,1,9,9,9,2,2,2,1,2,2,1,2,2,1,2,1,9,2,2,2,9,9,1,2,2,9,9,2,2,1
810,WESTMORLAND,New Brunswick,1867 - 1966,20,1945.06.11,2438,aeee788d-7fe7-4d62-b175-37928c7f4009,"EMMERSON, Henry Read",17251,0.5297,Liberal Party of Canada,"Business executive, salesman",,0,3,,,,,,,,,,,,,2,2,2,2,2,1,2,2,1,9,1,2,2,9,2,2,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1,2,2,2,9,2,2,2,1,9,9,2,1,1,1,9,2,2,1,1,2,1,1,2,2,2,2,2,1,1,1,9,1,1,1,1,2,1,1,1,9,9,9,9,2,2,1,9,2,1,2,2,1,2,1,1,1,1,1,1,9,9,2,2,1,2,1,1,2,1,9,9,9,9,9,9,9,9,2,2,2,2,1,1,1,2,2,2,2,9,2,1,9,9,9,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
815,WEYBURN,Saskatchewan,1914 - 1947,20,1945.06.11,2445,af5534e7-4f75-440f-9032-95fbcdd7a487,"MCKAY, Eric Bowness",8174,0.485,Co-operative Commonwealth Federation,"Principal, teacher",,0,1,,,,,,,,,,,,,1,2,1,1,1,1,1,1,9,9,2,1,9,9,1,2,1,1,1,2,9,1,1,2,1,2,2,1,1,1,1,1,1,1,1,9,9,9,2,1,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,1,1,9,9,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,9,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,9,9,9,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,1,1,9,2,1,1,1,1,1,1
313,JACQUES CARTIER,Quebec,1867 - 1952,20,1945.06.11,2447,af77cf70-70e8-4f3e-850f-09c36cbb00dd,"MARIER, Elphege",12640,0.4848,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,2,2,2,2,9,1,2,9,1,9,1,2,2,1,2,2,1,9,9,9,9,1,2,2,2,2,2,1,1,9,1,1,2,9,9,9,2,9,2,1,2,2,2,1,1,1,1,9,2,1,1,9,9,1,2,2,2,2,2,1,1,1,2,9,9,1,1,2,1,1,1,1,2,2,1,2,2,1,9,9,1,2,9,1,9,1,9,1,9,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,9,9,9,9,9,2,2,2,2,9,1,1,1,2,2,2,1,9,1,1,9,9,1,1,2,2,1,9,2,2,2,2,1,1,1,1,1,1,1,9,1,1,9,2,1,1,9,9
239,GLENGARRY,Ontario,1924 - 1952,20,1945.08.06,2469,b11f5b30-7d32-44e6-b23c-a24561c1eaf5,"KING, Rt. Hon. W.L. Mackenzie",4551,0.9333,Liberal Party of Canada,"Author, editor, gentleman, journalist, labour expert, lawyer, senior public servant",,0,9,,1,,,,,,,,,,,2,2,2,2,9,9,9,9,9,9,9,9,9,9,2,9,1,9,9,9,9,9,2,2,2,9,9,9,9,2,9,9,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,2,2,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2,2,9,2,9,9,9,9,1,2,2,1,9,9,1,1,1,1,1,2,9,9,2,1,2,1,1,2,1,9,1,9,9,1,2,2,1,9,9,9,2,9,9,9,1,9,9,9,1,2,9,1,9,1,1,9,2,2,1,9,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1
312,INVERNESS--RICHMOND,Nova Scotia,1933 - 1966,20,1945.06.11,2490,b24a9978-7566-4ab8-92ae-236e8fa689c1,"MCGARRY, Moses Elijah",8177,0.5475,Liberal Party of Canada,Physician,,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,9,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,9,2,9,9,9,9,9,2,2,2,1,1,1,9,9,9,9,9,9,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,9,1,1,1,1,2,2,1,2,2,1,1,2,1,2,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,9,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,9,9,9,9,9
765,VANCOUVER--BURRARD,British Columbia,1924 - 1966,20,1945.06.11,2501,b3e9b269-147a-4272-9fea-5a61707135db,"MERRITT, Charles Cecil Ingersoll",14677,0.3739,Progressive Conservative Party,"Barrister, soldier",,0,1,,,,,,,,,,,,,2,1,1,1,1,9,1,1,2,1,2,1,1,1,2,1,2,9,1,1,1,9,9,9,2,1,2,2,9,1,1,2,9,9,9,2,1,1,1,9,1,2,1,2,2,9,2,2,1,2,1,9,2,2,1,2,2,1,9,9,2,2,1,1,2,1,9,9,2,2,2,2,1,1,2,2,2,2,2,9,2,1,9,2,2,1,9,9,9,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,9,1,9,1,9,1,2,2,9,9,9,2,1,9,2,9,2,2,2,9,9,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,9,9,9,9,9,9
72,BROADVIEW,Ontario,1933 - 1976,20,1945.06.11,2511,b4773d7c-fb30-477a-9d14-c076e60905ac,"CHURCH, Thomas Langton",13011,0.5106,Progressive Conservative Party,Barrister,,0,7,,,,,,,,,,,,,9,1,1,1,9,1,1,1,2,9,2,1,1,2,2,1,2,9,2,9,9,9,2,1,1,1,2,2,2,9,9,9,9,9,9,2,1,1,1,2,1,2,1,2,2,9,2,9,1,1,1,9,2,9,9,2,2,1,1,9,2,2,9,2,2,1,1,9,1,9,2,9,1,1,2,2,1,2,2,9,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,1,1,2,9,9,9,1,1,1,1,9,9,2,1,9,2,1,2,1,9,9,9,9,9,2,2,1,2,2,1,2,2,1,2,2,2,9,9,9,2,2,1,2,1,9,9,9,9,9
438,MERCIER,Quebec,1933 - 1980,20,1945.06.11,2539,b6e2c8ed-5f15-4930-a438-2b12049dfbd7,"JEAN, Hon. Joseph-Arthur",18623,0.5862,Liberal Party of Canada,Lawyer,,1,4,,1,,,,,,,,,,,2,2,2,2,9,1,2,2,1,1,1,2,2,1,2,2,1,9,9,9,1,1,2,2,2,2,2,1,1,9,1,9,2,2,9,9,9,2,2,9,2,2,2,1,9,1,9,9,2,1,1,2,1,9,2,2,2,2,9,9,1,9,2,9,1,1,1,2,1,1,1,1,2,2,1,2,9,1,1,9,1,9,2,1,2,1,9,9,1,9,9,2,1,2,2,1,2,1,1,2,9,2,1,2,2,1,9,9,9,9,9,2,9,9,1,1,1,2,2,2,1,2,9,9,9,9,1,9,2,2,1,1,2,2,2,2,1,9,9,1,1,1,9,1,1,1,9,2,1,1,2,1
525,OUTREMONT,Quebec,1933 - 1947,20,1945.06.11,2543,b745e5cf-e635-463f-9b17-d993fa12b459,"RINFRET, Edouard-Gabriel",14836,0.5604,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,2,2,2,2,1,2,2,1,9,1,2,2,1,2,2,9,9,9,2,1,9,9,9,9,9,9,9,9,2,1,1,9,9,9,9,9,9,2,1,2,9,2,1,1,9,1,9,2,1,9,9,9,1,2,2,2,2,2,1,1,1,2,1,1,9,1,2,1,1,9,1,2,2,1,9,2,1,1,2,1,2,2,1,2,1,1,1,9,9,9,2,1,2,9,9,9,9,1,2,1,2,1,2,9,1,9,9,9,2,2,2,2,1,1,1,1,2,2,2,1,2,9,1,2,1,1,9,9,9,9,9,2,2,2,2,1,9,1,1,1,1,1,1,1,1,9,2,1,1,2,1
533,PARKDALE,Ontario,1914 - 1976,20,1945.06.11-1946.03.30,2545,b7586ae8-2255-4662-8bba-fa77a642d956,"BRUCE, Herbert A.",11588,0.4322,Progressive Conservative Party,"Physician, surgeon",,0,2,,,,,,,,,,Resignation: 1946.03.30,,,2,1,9,9,9,1,1,1,2,9,2,1,1,1,9,9,2,9,1,1,1,1,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
36,BEAUCE,Quebec,1867 - ,20,1945.06.11,2551,b78051f7-165b-4268-96e7-79b777aa550b,"DIONNE, Ludger",9612,0.4257,Liberal Party of Canada,Manufacturer,,1,1,,,,,,,,,,,,,2,2,2,2,9,9,2,9,1,9,9,9,9,9,2,2,9,9,9,2,1,1,2,2,2,9,9,9,9,2,9,1,9,2,2,9,2,2,2,1,2,9,2,1,1,1,9,9,2,1,1,9,9,9,2,9,9,9,9,9,9,9,2,1,1,1,1,2,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,1,1,9,1,9,9,9,9,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,2,2,2,2,9,9,9,9,2,9,9,1,2,9,1,2,1,1,1,2,2,1,1,2,2,2,2,1,9,1,1,1,1,1,1,1,1,2,2,1,1,2,1
415,MACLEOD,Alberta,1907 - 1966,20,1945.06.11,2555,b7be8f86-27c2-4da9-a780-2d2bb5edfa31,"HANSELL, Ernest George",6342,0.3716,Social Credit,"Clergyperson, minister",,0,3,,,,,,,,,England,,,,2,2,1,1,9,9,9,1,2,2,9,1,1,1,2,2,1,1,2,2,2,2,9,9,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,1,1,1,2,2,1,2,2,1,2,9,1,1,2,2,2,1,2,1,9,1,2,1,1,1,2,9,9,9,9,9,2,1,1,9,2,9,9,1,1,9,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,1,2,2,9,2,2,9,9,9,9,9,9,9,1,1,1,1,1,2,1,1,9,9,9,9,2,9,9,1,1,1,1,1,1,2,1,9,9,9,9,9,9,1,1,1,1,1,1,1,2,9,2,1,1,9,1
759,VANCOUVER EAST,British Columbia,1933 - ,20,1945.06.11,2562,b8094e9f-95f3-46b2-ab3e-9e132f32ed9e,"MACINNIS, Angus",16003,0.4469,Co-operative Commonwealth Federation,"Motorman, unionist",,0,4,,,,,,,,,,,,,1,2,1,1,9,9,1,1,2,2,2,1,1,1,1,2,1,1,1,2,9,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,9,1,2,2,1,1,1,2,9,1,1,1,1,9,1,1,1,1,2,2,1,1,2,1,9,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,9,9,1,2,2,2,1,1,1,1,9,1,9,2,2,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,9,1,9,1,1
348,KOOTENAY WEST,British Columbia,1914 - 1987,20,1945.06.11,2563,b815a117-7953-4900-b152-afc56dfc44a1,"HERRIDGE, Herbert Wilfred",6123,0.3717,Independent Co-operative Commonwealth Federation,Nurseryman,,0,1,,,,,,,,,England,,,,1,2,1,1,9,9,1,1,1,1,9,9,9,1,9,2,1,1,1,2,1,1,1,2,1,2,2,1,1,9,1,1,9,9,9,1,9,2,2,1,1,9,2,9,1,1,2,9,9,2,9,1,1,9,9,1,2,9,9,1,9,9,9,1,1,2,1,9,1,1,1,2,1,1,1,9,2,2,1,9,2,1,1,1,9,9,9,2,2,2,2,1,2,9,9,9,9,9,2,2,1,9,9,9,1,1,9,9,9,9,1,1,9,2,9,2,1,1,9,9,9,9,1,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,9,9,1,1,1
437,MELVILLE,Saskatchewan,1924 - 1966,20,1945.06.11,2568,b88f8c1a-3837-4be1-8acb-61fedd1a9cc1,"GARDINER, Hon. James Garfield",10095,0.5007,Liberal Party of Canada,"Farmer, principal",,0,3,,1,,,,,,,,,,,2,2,2,2,9,1,9,9,9,9,9,2,2,1,9,9,9,1,1,2,1,1,2,2,9,2,1,1,1,2,9,1,9,2,9,1,9,9,9,9,9,9,2,1,9,9,1,9,9,9,9,9,1,1,2,2,2,2,2,1,1,1,2,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,1,2,9,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,9,9,9,2,2,2,2,1,1,1,1,9,2,2,1,9,9,9,9,9,1,1,2,2,1,1,9,9,2,2,1,1,1,9,9,1,1,1,1,1,1,9,9,9,9,9
401,LONDON,Ontario,1867 - 1966,20,1945.06.11,2574,b8f47562-7d85-4c82-b84f-dc3c5e78e0b5,"MANROSS, Park A.",16766,0.4748,Progressive Conservative Party,"Advertising consultant, industrialist, sales and marketing consultant",,0,1,,,,,,,,,United States,,,,2,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,2,9,1,1,1,9,9,9,2,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,2,9,9,1,9,9,9,9,9,9,2,1,1,1,2,2,1,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,1,2,9,9,2,9,1,9,2,9,2,2,1,2,1,2,9,9,9,9,1,2,2,9,9,1,2,1,1,2,2,1,1,1,9,9,2,2,9,9,9,2,9,1,9,9,9,2,2,2,1,2,2,1,2,9,9,9,9,2,2,2,2,9,9,9,9,9,9,9,9,9,9
272,HAMILTON WEST,Ontario,1903 - 2003,20,1945.06.11,2576,b90c0bfb-2a80-4f6c-bef5-f112a56cb1e0,"GIBSON, Hon. Colin William G",11439,0.4015,Liberal Party of Canada,"Land surveyor, lawyer",,0,2,,1,,,,,,,,,,,2,2,2,2,1,9,2,2,1,9,1,2,2,1,2,2,9,1,1,9,1,1,2,2,2,2,1,1,1,2,9,1,2,2,9,1,9,2,9,1,2,2,2,1,1,1,1,9,2,1,1,2,1,1,2,2,2,2,2,1,1,1,9,1,1,1,1,2,1,1,1,1,2,2,1,9,2,9,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,9,9,9,2,1,2,2,1,9,2,2,2,9,1,9,1,2,2,2,1,2,1,1,9,9,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
464,MOOSE JAW,Saskatchewan,1907 - 1952,20,1945.06.11,2581,b9727a2e-d809-4e0a-8b1a-94e8c32355ed,"THATCHER, Wilbert Ross",9831,0.4903,Co-operative Commonwealth Federation,Merchant,,0,1,,,,,,,,,,,,,1,2,1,1,1,9,1,1,2,9,2,1,1,1,1,2,1,9,1,2,1,9,9,9,1,2,2,1,1,1,9,1,1,1,1,1,2,9,9,9,1,1,2,2,1,9,2,9,9,9,9,9,1,2,1,9,2,1,1,1,2,2,9,9,9,9,9,9,9,1,1,9,1,1,1,9,2,2,9,1,9,1,9,1,1,2,2,2,2,2,2,1,2,1,1,9,9,9,2,2,1,1,1,2,9,9,9,9,9,1,1,1,1,9,2,1,1,1,9,9,1,9,9,2,1,1,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,9,2,1,2,1,1,1,1
691,SOURIS,Manitoba,1903 - 1952,20,1945.06.11,2583,b987b0d3-b67f-4474-96f0-02e3a7d68395,"ROSS, James Arthur",6177,0.5797,Progressive Conservative Party,Farmer,,0,2,,,,,,,,,,,,,9,1,9,1,9,9,9,9,9,9,9,1,1,1,2,9,9,2,1,9,1,1,2,1,9,1,2,2,2,1,1,2,9,2,9,2,9,9,9,9,9,9,1,2,9,9,2,9,9,9,9,9,2,2,2,2,2,1,1,1,2,2,1,1,2,1,9,9,9,9,9,9,9,9,9,2,2,9,2,9,9,9,9,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,9,9,9,9,1,1,1,9,1,2,2,2,2,1,9,9,1,9,9,9,2,2,2,1,2,2,9,2,2,1,2,2,2,9,9,2,2,2,1,2,2,9,9,9,9,9
457,MONTMAGNY--L'ISLET,Quebec,1933 - 1966,20,1945.06.11,2597,ba4bfe17-d7b1-4ef8-9317-f2fea3027bb6,"LESAGE, Jean",7327,0.6067,Liberal Party of Canada,"Crown attorney, lawyer",,1,1,,,,,,,,,,,,,2,2,2,2,2,1,2,2,1,9,9,9,9,1,9,9,1,2,9,9,1,1,2,2,2,9,9,9,9,9,9,1,2,9,9,1,2,2,2,1,2,2,9,9,9,9,1,9,9,1,9,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,9,9,9,2,2,1,9,9,9,9,9,9,9,2,1,9,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,9,9,9,9,9,9,9,9,2,9,2,9,1,1,9,9,9,9,1,2,1,1,2,1,9,9,2,2,1,1,2,2,9,9,9,9,1,1,1,1,1,9,1,1,2,2,1,1,2,1
243,GLOUCESTER,New Brunswick,1867 - 1990,20,1945.06.11,2599,ba50a2c9-dd67-4564-b21b-1cdb00323d98,"RICHARD, Clovis-T.",11683,0.6243,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,2,2,2,9,1,2,2,1,9,9,9,9,1,2,2,9,9,1,2,9,9,2,2,2,9,9,9,9,2,1,1,2,9,9,1,2,2,2,1,2,2,9,9,1,1,1,2,9,1,1,9,1,1,2,2,2,2,2,1,9,9,2,1,1,1,1,9,9,9,1,1,2,2,1,2,9,9,9,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,2,1,9,2,2,2,1,1,1,1,2,2,2,1,2,9,9,9,9,1,1,2,2,1,2,2,2,2,2,1,9,1,1,1,1,1,1,9,1,9,2,1,1,2,1
2,ACADIA,Alberta,1924 - 1966,20,1945.06.11,2602,ba7c8691-5f1c-4bc4-9ec1-82c0a828db16,"QUELCH, Victor",5556,0.519,Social Credit,Farmer,,0,3,,,,,,,,,British Guyana,,,,2,2,1,1,1,2,1,1,9,2,2,1,1,9,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,1,9,1,1,2,2,9,1,1,1,1,1,2,2,1,2,9,1,2,2,1,1,2,2,2,1,2,1,1,1,2,9,9,9,1,1,9,2,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,2,2,9,9,2,1,1,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,9,2,1,1,9,9,9,2,1,1,2,1,1,1,1,1,1,2,2,9,9,1,1,2,1,1,1,1,1,1,1,1,2,1,9,1,1,9,1
436,MELFORT,Saskatchewan,1924 - 1952,20,1945.06.11,2613,bb3f8499-7690-4f8e-a84d-e0729a45b283,"WRIGHT, Percy Ellis",9849,0.4679,Co-operative Commonwealth Federation,Farmer,,0,2,,,,,,,,,,,,,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,9,1,1,1,1,1,1,2,2,2,9,1,1,9,9,9,1,2,1,1,9,2,9,2,2,1,1,2,1,1,1,2,2,9,9,9,2,1,9,1,1,1,2,1,1,1,1,9,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,9,2,9,9,1,1,1,2,1,9,9,9,9,1,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,9,2,1,1,1,1,1,1
76,BROME--MISSISQUOI,Quebec,1924 - 1966,20,1945.06.11,2614,bb4cc9e9-62b6-4c5e-8cfe-a4fed71c6b82,"HALLE, Maurice",7860,0.5093,Liberal Party of Canada,"Executive secretary, farmer",,1,2,,,,,,,,,,,,,2,2,2,2,9,1,2,2,9,9,1,2,2,1,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,2,1,9,2,9,9,1,2,9,2,1,2,9,2,1,9,9,9,9,2,1,9,9,9,9,9,2,2,2,9,9,9,9,9,1,1,9,1,9,9,1,1,9,2,2,1,9,9,9,9,9,1,2,2,1,9,9,1,9,9,1,1,2,1,2,2,1,2,1,1,2,9,9,9,9,9,9,2,2,1,9,2,2,2,9,9,1,9,9,2,2,1,2,9,9,9,9,9,1,2,2,1,9,2,2,2,2,1,9,1,9,9,1,1,1,9,9,9,9,1,9,9,9
587,QUEEN'S,Prince Edward Island,1903 - 1966,20,1945.06.11,2621,bbf601ac-11ae-44b0-8bec-e379540a370a,"DOUGLAS, James Lester",9570,0.2478,Liberal Party of Canada,"Exporter, farmer",,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,9,9,9,1,2,2,1,2,2,1,9,1,2,1,9,2,2,2,2,2,1,1,2,1,9,2,2,2,9,9,9,2,1,2,2,2,1,1,1,9,9,2,1,1,9,1,9,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,1,1,2,1,2,2,1,9,9,9,9,1,2,1,2,2,1,2,2,1,2,2,2,2,9,1,1,1,9,2,2,9,2,9,9,9,9,1,1,2,2,1,9,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1
