Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H26S1V001,H26S1V002,H26S1V003,H26S1V004,H26S1V005,H26S1V006,H26S1V007,H26S1V008,H26S1V009,H26S1V010,H26S1V011,H26S1V012,H26S1V013,H26S1V014,H26S1V015,H26S1V016,H26S1V017,H26S1V018,H26S1V019,H26S1V020,H26S1V021,H26S1V022,H26S1V023,H26S1V024,H26S1V025,H26S1V026,H26S1V027,H26S1V028,H26S1V029,H26S1V030,H26S1V031,H26S1V032,H26S1V033,H26S1V034,H26S1V035,H26S1V036,H26S1V037,H26S1V038,H26S1V039,H26S1V040,H26S1V041,H26S1V042,H26S1V043,H26S1V044,H26S1V045,H26S2V001,H26S2V002,H26S2V003,H26S2V004,H26S2V005,H26S2V006,H26S2V007,H26S2V008,H26S2V009,H26S2V010,H26S2V011,H26S2V012,H26S2V013,H26S2V014,H26S2V015,H26S2V016,H26S2V017,H26S2V018,H26S2V019,H26S2V020,H26S2V021,H26S2V022,H26S2V023,H26S2V024,H26S2V025,H26S2V026,H26S2V027,H26S2V028,H26S2V029,H26S2V030,H26S2V031,H26S2V032,H26S2V033,H26S2V034,H26S2V035,H26S2V036,H26S2V037,H26S2V038,H26S2V039,H26S2V040,H26S2V041,H26S2V042,H26S2V043,H26S2V044,H26S2V045,H26S2V046,H26S2V047,H26S2V048,H26S2V049,H26S2V050,H26S2V051,H26S2V052,H26S2V053,H26S2V054,H26S2V055,H26S2V056,H26S2V057,H26S2V058,H26S3V001,H26S3V002,H26S3V003,H26S3V004,H26S3V005,H26S3V006,H26S3V007,H26S3V008,H26S3V009,H26S3V010,H26S3V011,H26S3V012,H26S3V013,H26S3V014,H26S3V015,H26S3V016,H26S3V017,H26S3V018,H26S3V019,H26S3V020,H26S3V021
591,QUEENS--LUNENBURG,Nova Scotia,1952 - 1966,26,1963.04.08,1127,53582230-b17d-4b34-9398-b8e59787ba07,"CROUSE, Lloyd R.",12591,0.5258,Progressive Conservative Party,"Administrator, business executive",,0,4,,,,,,,,,,,,,1,1,2,2,1,2,2,9,9,1,2,1,2,1,1,9,9,9,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,9,9,9,9,9,9,9,2,1,2,1,1,1,1,1,2,1,2,9,9,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,2,1,9,9,2,9,1,1,2,9,9,2,9,9,9,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,9
384,LAVAL,Quebec,1947 - 1976,26,1963.04.08,1137,53c6f0b4-0865-46ce-ab3e-4e6986352f4a,"ROCHON, Jean-L.",43452,0.5391,Liberal Party of Canada,Optometrist,,1,2,,,,,,,,,,,,,2,2,1,9,9,1,1,9,2,9,1,9,1,2,2,1,1,2,1,1,1,1,2,2,9,9,1,2,2,1,1,2,2,2,9,2,2,1,1,1,2,1,9,1,2,2,1,1,2,2,2,2,9,2,2,9,9,9,1,2,2,2,2,2,1,1,2,1,9,2,9,1,9,9,2,2,9,2,9,2,1,9,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,9,2,1,2,2,2,2,1,1,9,2,9,2,2,1,1,2,1,2
622,ROSETOWN--BIGGAR,Saskatchewan,1933 - 1966,26,1963.04.08,1139,5411fa73-c4bd-4f74-958e-fe0ec54caf29,"COOPER, C.O.",11984,0.5541,Progressive Conservative Party,Farmer,,0,3,,,,,,,,,,,,,1,1,2,9,1,2,2,1,1,9,2,1,9,9,9,2,1,1,2,1,1,1,2,1,1,1,9,1,1,2,2,1,2,1,1,9,9,9,2,1,9,9,9,9,1,1,1,1,1,2,1,2,2,2,1,9,9,1,2,2,1,9,1,9,1,2,1,1,2,2,1,1,9,9,1,9,9,9,2,1,9,2,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
101,CALGARY NORTH,Alberta,1952 - 1996,26,1963.04.08,1145,546df72b-fbe3-4980-ad0f-abc7a4ceed2a,"HARKNESS, Douglas Scott",21966,0.3867,Progressive Conservative Party,"Farmer, teacher",,0,7,,,,,,,,,,,,,2,9,9,2,1,2,2,1,1,9,9,1,9,1,1,9,9,9,2,1,1,1,2,1,9,1,2,1,1,2,1,9,2,1,1,9,9,9,2,1,9,2,9,2,9,9,1,1,9,9,9,9,2,2,1,2,1,1,9,2,1,9,1,9,9,1,9,1,9,9,9,9,2,2,1,9,1,9,9,9,2,9,1,9,1,1,1,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,1,9,1,9,9,9,9,9,9,1,2,2,9,1,2,1,9,2,9,2,9,1
430,MEADOW LAKE,Saskatchewan,1947 - 1976,26,1963.04.08,1146,5477b234-7b2d-4a38-9cd9-31b2826497c8,"CADIEU, Bert",7819,0.5646,Progressive Conservative Party,"Contractor, farmer, rancher",,0,3,,,,,,,,,,,,,1,1,9,2,1,2,2,9,9,9,9,9,9,9,9,2,1,1,2,1,1,9,9,9,9,9,9,1,1,2,9,9,9,9,9,9,9,9,2,1,1,9,9,9,1,1,1,1,1,2,1,2,2,2,9,9,9,9,2,2,1,9,1,2,9,9,1,1,2,9,9,1,2,2,9,9,9,9,9,9,9,9,9,1,9,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,9,9,9,9,1,9,9,2,2,9
438,MERCIER,Quebec,1933 - 1980,26,1963.04.08,1154,54dbd3e5-6165-4cbb-a253-0a600f3b13a3,"BOULANGER, Prosper",33450,0.4194,Liberal Party of Canada,Businessman,,1,2,,,,,,,,,,,,,2,2,1,9,2,1,1,9,2,9,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,9,2,2,2,9,2,2,1,1,1,9,1,1,1,9,2,9,1,2,2,2,2,2,2,9,9,1,2,1,2,2,2,2,2,1,9,2,9,9,2,9,1,9,1,2,2,2,2,9,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,9,1,9,2,2,1,1,2,2,2,9,9,1,2,2,2,2,1,1,9,9,2,2,9,9,9,2,1,2
407,LOTBINIERE,Quebec,1867 - 2000,26,1963.04.08,1155,54e60404-30a8-4e34-b451-5c75d8cdfdff,"CHOQUETTE, Auguste",6957,0.439,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,9,2,9,9,9,9,9,9,9,9,1,9,1,2,2,1,1,2,9,9,9,1,2,2,2,2,1,9,2,1,1,2,2,2,2,2,2,1,1,1,2,9,9,1,2,2,9,1,2,2,2,9,9,9,9,1,1,2,1,2,2,2,2,2,1,9,2,1,1,9,9,9,9,9,2,2,9,9,1,2,1,2,1,2,2,2,2,1,2,2,1,1,2,2,2,9,9,1,2,2,1,1,9,2,2,9,9,9,2,2,2,2,1,1,1,2,9,9,2,1,9,9,9,2
538,PEEL,Ontario,1867 - 1966,26,1963.04.08,1156,54ee0e22-3118-43eb-ac80-297316f87ece,"BEER, Bruce S.",28009,0.5273,Liberal Party of Canada,Farmer,,0,2,,,1,,,,,,,,,,2,2,1,1,2,1,1,9,9,9,1,1,1,2,2,1,1,2,1,1,1,9,2,2,2,2,9,2,2,1,1,2,2,2,2,9,9,9,1,1,9,9,9,9,2,2,9,9,9,9,9,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,9,9,9,2,1,1,9,9,2,9,9,9,1,2,1,9,1,2,2,2,2,1,2,2,1,1,9,9,9,1,9,1,2,2,1,1,9,2,2,9,9,1,2,2,9,2,1,1,1,2,9,2,2,1,9,9,9,2
749,TRINITY--CONCEPTION,Newfoundland and Labrador,1949 - 1966,26,1963.04.08,1160,5530bdbe-43af-4f3f-8a9a-e46666fe482d,"TUCKER, James Roy",12331,0.7175,Liberal Party of Canada,"Manager, merchant",,0,3,,,,,,,,,,,,,2,2,1,9,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,9,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,9,9,2,1,2,2,2,2,2,1,1,2,1,1,2,9,1,9,9,9,2,2,2,1,9,9,2,1,2,9,2,2,1,2,2,1,1,2,2,1,1,1,9,9,9,9,9,2,2,2,1,2,1,2,2,2,2,1,1,1,2,9,9,2,1,1,2,1,2
223,FORT WILLIAM,Ontario,1924 - 1976,26,1963.04.08,1179,56513e2e-8222-44a0-8772-6178d9bce0c6,"BADANAI, Hubert",11765,0.4472,Liberal Party of Canada,"Automobile dealer, manager",,0,3,,,1,,,,,,Italy,,,,2,2,1,9,9,1,1,1,2,1,1,1,1,9,9,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,9,2,1,1,9,1,9,2,1,2,2,2,9,1,2,9,2,1,2,2,9,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,9,2,9,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2
437,MELVILLE,Saskatchewan,1924 - 1966,26,1963.04.08,1182,565f3dfb-c1f4-462b-925f-502607e1baaf,"ORMISTON, James N.",9412,0.4844,Progressive Conservative Party,"Farmer, insurance agent",,0,3,,,,,,,,,,,,,1,1,9,2,1,2,2,9,9,1,9,9,9,9,9,2,1,1,2,1,1,1,2,1,9,9,9,9,1,9,9,9,9,9,9,1,1,1,2,1,1,9,1,9,1,1,1,1,1,2,1,2,2,2,1,9,9,1,9,9,9,1,1,2,1,1,1,1,2,2,9,1,2,2,1,1,9,9,9,9,9,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,9,2,9,9,9,9,1,1,1,9,2,2,2,1,9,1,2,2,9,9,9,9,1,9,9,9,9,1
419,MAISONNEUVE--ROSEMONT,Quebec,1933 - 1966,26,1963.04.08,1198,577ebab3-23ed-4137-ba44-6acacfa7b60e,"DESCHATELETS, Jean-Paul",20595,0.4889,Liberal Party of Canada,Lawyer,,1,5,,1,,,,,,,,,,,2,2,1,1,9,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,9,2,2,2,2,2,1,1,1,2,1,1,1,2,2,9,1,2,2,2,2,2,2,2,1,9,2,1,2,2,2,2,2,1,9,2,1,1,9,1,1,2,1,2,2,9,2,9,2,1,9,9,2,2,2,2,1,2,2,1,1,2,2,1,9,9,1,9,9,9,9,2,9,2,9,9,9,2,2,2,2,9,9,9,2,9,2,2,9,1,9,9,9
483,NIAGARA FALLS,Ontario,1952 - ,26,1963.04.08,1199,5794257d-84e7-4451-af19-35e0cfc6ccaa,"LAMARSH, Judy",18749,0.6016,Liberal Party of Canada,Barrister,,0,3,,1,,,,,,,,,,,2,2,1,1,2,9,9,1,2,1,9,1,9,9,9,1,1,2,1,9,9,1,2,2,2,2,1,9,2,1,9,2,2,2,2,2,2,1,1,1,2,1,9,9,2,2,9,1,2,2,2,2,2,9,2,9,1,2,9,9,9,9,2,9,9,9,2,1,9,9,1,1,2,1,2,2,2,9,9,9,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,9,9,1,9,9,9,9,9,9,9,2,2,2,2,1,1,9,1,9
802,WENTWORTH,Ontario,1903 - 1966,26,1963.04.08,1204,57f5f58a-4477-48c9-994e-ff788728eb27,"MORISON, John",18589,0.4195,Liberal Party of Canada,"Insurance agent, radio-commentator, real estate developer",,0,1,,,,,,,,,,,,,9,2,1,9,2,1,1,9,9,1,1,1,1,9,9,1,1,2,1,9,9,9,9,9,9,2,1,9,9,1,1,9,2,2,9,2,2,1,1,1,2,1,1,1,2,2,1,9,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,9,1,1,2,9,9,2,9,1,9,9,2,9,2,9,9,9,1,9,9,2,2,2,2,1,2,2,1,1,2,2,1,9,1,1,2,2,1,1,9,2,2,1,2,9,9,2,9,9,1,1,9,2,9,9,2,9,1,2,1,9
656,SAINTE-MARIE,Quebec,1952 - 1976,26,1963.04.08,1221,59589a84-9f74-4e1a-a40e-842ca444817c,"VALADE, Georges-J.",8549,0.4236,Progressive Conservative Party,Pharmacist,,1,3,,,,,,,,,United States,,,,9,1,2,9,1,2,2,9,9,9,9,1,2,9,1,2,9,9,9,1,1,9,2,1,1,1,2,9,9,2,9,1,2,1,1,1,1,1,2,1,1,9,1,2,1,1,9,1,1,2,1,9,9,9,1,9,9,1,9,2,1,1,1,9,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,9,9,9,1,1,1,9,9,9,9,1,9,1,9,9,1,1,9,1,9,9,9,9,9,9
54,BONAVISTA--TWILLINGATE,Newfoundland and Labrador,1949 - 1966,26,1963.04.08,1225,5996b081-97f6-4bde-8dec-52df3dca3f76,"PICKERSGILL, John W.",11748,0.7279,Liberal Party of Canada,"Lecturer, senior public servant, shipowner, writer",,0,5,,1,,,,,,,,,,,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,9,2,2,2,2,2,2,2,1,1,2,1,2,2,9,2,9,1,1,2,1,1,2,1,9,2,1,2,2,2,2,9,9,1,2,1,9,2,2,2,1,2,2,1,1,2,2,1,1,1,9,9,9,9,9,2,2,9,1,2,1,2,2,9,2,1,1,1,2,9,2,2,1,1,9,9,2
849,YORK--HUMBER,Ontario,1952 - 1966,26,1963.04.08,1227,59a069df-b395-42e0-8bbe-1cd082c90611,"COWAN, Ralph B.",20188,0.4565,Liberal Party of Canada,"Journalist, manager",,0,2,,,,,,,,,,,,,2,2,1,1,2,1,1,9,9,1,1,9,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,9,2,2,2,2,9,9,9,1,1,2,1,9,9,2,2,9,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,9,2,1,1,2,1,1,2,1,9,1,1,9,9,9,1,9,1,1,1,1,9,2,1,2,2,1,1,2,1,1,1,1,9,9,9,9,2,9,9,1,2,1,9,9,2,2,1,1,9,9,9,2,2,1,1,2,9,9
856,YORKTON,Saskatchewan,1924 - 1966,26,1963.04.08,1270,5d2129fa-debb-42e3-9881-02336e95cbf7,"CLANCY, Gordon Drummond",12443,0.5387,Progressive Conservative Party,Pharmacist,,0,3,,,,,,,,,,,,,1,1,2,2,1,2,2,9,9,1,2,2,2,1,9,2,2,9,2,1,1,9,2,1,9,1,2,1,1,2,2,1,2,1,1,1,1,1,9,9,1,2,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,9,1,1,9,1,2,9,9,1,2,2,9,1,1,2,2,9,9,2,1,1,1,1,1,2,1,1,2,2,1,9,1,2,2,2,1,9,1,2,1,1,1,1,1,9,2,1,2,1,2,2,1,1,9,9,1,2,2,9,2,9
507,OKANAGAN BOUNDARY,British Columbia,1952 - 1976,26,1963.04.08,1285,5e00ed8a-3ebd-48a2-9a20-ce869b0c9ca8,"PUGH, David V.",10031,0.3306,Progressive Conservative Party,"Barrister and solicitor, insurance agent",,0,3,,,,,,,,,,,,,1,9,9,9,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,9,9,9,9,9,9,1,1,2,2,1,2,1,1,1,1,1,9,9,1,9,1,2,1,1,1,1,1,2,1,2,2,2,1,9,1,1,9,9,9,1,1,2,9,9,1,1,2,2,1,1,2,2,1,1,9,9,2,1,9,9,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,9,1,1,1,1,1,1,1,1,2,2,2,1,2,1,2,2,9,1,9,1,1,9,9,2,2,9
599,RENFREW NORTH,Ontario,1867 - 1972,26,1963.04.08,1292,5e96ddfd-c5c5-4235-9adc-16b8acfff326,"FORGIE, James Moffat",11580,0.4964,Liberal Party of Canada,"Barrister, lawyer",,0,5,,,,,,,,,,,,,2,2,1,9,2,1,1,9,2,1,1,1,1,9,9,1,1,2,1,9,9,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,9,1,1,2,9,9,1,2,9,1,1,2,2,2,2,2,2,9,1,9,2,9,2,2,2,2,9,9,9,9,9,9,9,9,1,2,9,9,9,9,2,1,2,1,2,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,2,1,9
761,VANCOUVER KINGSWAY,British Columbia,1952 - 1987,26,1963.04.08,1315,601dcc44-c8a7-4833-b5cd-7c2615d69e62,"WEBSTER, Arnold Alexander",13966,0.4724,New Democratic Party,"School principal, teacher",,0,2,,,,,,,,,,,,,1,2,1,2,9,2,9,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,9,2,2,2,2,9,2,1,2,2,1,9,1,1,1,2,2,1,2,1,1,2,1,1,1,1,9,2,1,2,1,2,1,1,2,2,9,1,9,2,2,2,1,1,2,1,1,2,2,2,1,9,9,1,2,1,9,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,9,9,9,9,9,9,1,1,1,2,9,1,1,1,1,1,1,2,1,1,1,2,1,1,9,1,1
842,YORK CENTRE,Ontario,1952 - ,26,1963.04.08,1321,6059ff4b-ca5f-4227-87b0-a17ef1943264,"WALKER, Jim",41485,0.501,Liberal Party of Canada,"Businessman, insurance agent",,0,2,,,,,,,,,,,,,2,2,1,1,2,1,1,9,9,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,9,9,9,9,9,9,9,2,1,1,2,2,2,2,2,2,2,9,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,2,9,2,9,9,9,2,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2
665,SASKATOON,Saskatchewan,1947 - 1966,26,1964.06.22,1322,60697766-b091-48d4-88d4-8ffcb1c9971d,"JONES, Eloise",16551,0.4119,Progressive Conservative Party,"Homemaker, physician, professor (assistant), psychiatrist",,0,1,,,,,,,,,,"Elected at a by-election following the death of her husband, Henry Frank Jones.",,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,1,1,9,9,1,1,1,2,9,1,9,9,1,1,9,1,1,2,1,1,2,2,1,2,9,2,2,9,9,9,9,9,1,1,1,9,9,2,2,1,2,1,2,2,9,1,9,9,1,2,1,9,9,1
822,WINNIPEG NORTH,Manitoba,1914 - 1997,26,1963.04.08,1329,6116d4fa-3305-4f4b-881b-249e81d2a572,"ORLIKOW, David",18512,0.365,New Democratic Party,"Labour educator, pharmacist",,0,2,,,,,,,,,,,,,1,2,9,2,9,2,9,2,1,2,9,1,2,2,1,9,1,1,2,2,1,1,1,2,9,1,2,2,2,2,2,2,1,2,9,1,9,1,1,1,9,9,1,9,1,1,2,1,1,1,1,9,2,1,2,1,2,9,1,2,2,9,1,1,2,2,9,9,9,2,1,9,9,9,2,1,1,1,1,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,1,9,9,9,9,9,9,9,9,1,1,2,1,1,1,2,9,1,9,1,9
1241,CAPE BRETON NORTH AND VICTORIA,Nova Scotia,1933 - 1966,26,1963.04.08,1357,62fcd932-a16b-434b-b23c-3d11dda9966d,"MUIR, Robert",10508,0.4919,Progressive Conservative Party,"Businessman, miner, salesman",,0,4,,,,,,,,,Scotland,,,,1,1,2,9,1,2,2,1,1,1,9,1,2,1,1,2,1,9,9,9,9,9,2,1,1,9,2,9,1,2,2,1,2,1,1,1,1,1,9,9,1,9,1,2,1,1,9,1,1,2,1,9,2,2,1,9,9,1,9,9,9,9,1,9,1,1,1,1,2,2,1,1,2,2,1,1,1,9,2,1,2,9,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,9,9,9,9,9,9,1,1,1,2,2,2,1,9,1,2,2,9,1,9,1,1,2,9,2,9,9
236,GATINEAU,Quebec,1947 - 1987,26,1963.04.08,1363,637de48a-ed71-4008-b906-a8381850bc28,"LEDUC, Rodolphe",11589,0.4664,Liberal Party of Canada,Dentist,,1,7,,,,,,,,,,,,,2,2,1,9,9,9,9,1,2,1,9,1,9,2,2,1,9,2,1,1,1,1,2,2,2,9,1,9,2,1,1,2,2,2,2,2,2,1,1,1,2,9,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,9,2,2,2,9,9,9,9,9,9,9,9,9,9,2,1,2,9,2,2,9,9,1,9,1,9,2,2,2,1,2,2,1,1,2,2,1,1,9,9,9,9,9,9,9,9,2,9,9,1,2,2,2,2,1,1,1,2,9,2,2,1,1,9,1,2
467,MOOSE MOUNTAIN,Saskatchewan,1947 - 1966,26,1963.04.08,1372,6419cb50-caf3-43c0-9564-74f6b546c8f8,"SOUTHAM, Dick",9949,0.4969,Progressive Conservative Party,"Businessman, locker plant operator, theatre owner",,0,3,,,,,,,,,,,,,1,1,2,2,1,2,2,9,9,9,2,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,1,9,1,2,1,2,2,2,1,9,9,1,2,2,1,1,1,2,1,1,1,1,2,9,1,1,2,2,1,1,1,2,2,1,9,9,9,9,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1
154,COMOX--ALBERNI,British Columbia,1914 - 1976,26,1963.04.08,1378,64ac8c88-87af-41f6-8ffe-90fa135ebb4e,"BARNETT, Thomas Speakman",13449,0.4312,New Democratic Party,"Editor, factory worker, sawmiller",,0,4,,,,,,,,,,,,,1,2,1,2,9,2,9,2,1,1,2,1,2,2,1,9,9,9,2,2,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,1,1,2,1,1,1,1,9,2,1,2,9,9,9,9,9,9,2,1,1,2,2,2,1,1,2,1,9,2,1,2,1,9,1,9,9,9,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,9,1,1,1,1,2,1,9,9,9,9,1,1,9,9,1,1,2,1,1,1,2,1,1,1,1,1
581,QUEBEC EAST,Quebec,1867 - 1966,26,1963.04.08-1963.08.31,1427,68725805-2bdc-4cbf-a808-c5367e83cfa7,"BEAULE, Robert",18661,0.422,Social Credit,"Electrician, insurance broker, railway employee",,1,2,1,,,1,,,,,,,,,1,2,1,9,9,2,1,9,9,9,1,9,1,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
581,QUEBEC EAST,Quebec,1867 - 1966,26,1963.09.01,1427.1,68725805-2bdc-4cbf-a808-c5367e83cfa7,"BEAULE, Robert",18661,0.422,Ralliement Creditiste,"Electrician, insurance broker, railway employee",,1,2,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,9,2,2,1,2,1,1,1,2,1,2,2,9,2,1,2,2,1,2,2,1,1,2,9,2,2,9,2,9,2,1,1,1,1,1,1,2,1,2,2,9,1,2,1,1,1,1,1,1,2,1,1,9,9,1,1,9,9,9,2,1,2,9,9,9,2,2,2,2,1,2,2,1,2,2,1,2,9,2,9,1,1,2,2,2,2,1,9,1,1,9,9,1,1,2,2,9,1,9,2,2,9,1,2,9,1
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,26,1963.04.08,1432,688eb408-a603-41ac-9929-547763ba95e1,"PEPIN, Jean-Luc",17338,0.4692,Liberal Party of Canada,"Political commentator, professor",,1,1,,1,1,,,,,,,,,,2,2,1,1,2,9,9,1,2,1,9,1,1,2,2,1,1,2,1,1,1,1,2,2,2,9,1,2,9,9,9,9,2,2,9,2,2,1,1,1,9,1,1,9,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,9,2,2,1,1,9,1,1,9,9,9,2,1,2,9,2,2,9,2,9,9,1,9,2,2,2,1,2,2,1,1,2,2,1,1,9,9,9,9,9,9,2,2,2,9,2,1,2,2,2,2,1,1,1,9,2,9,2,1,1,2,1,2
150,COCHRANE,Ontario,1933 - 1976,26,1963.04.08,1445,695b1ef7-77c8-4002-9eae-1ecafc04bd45,"HABEL, Joseph-Anaclet",7809,0.4157,Liberal Party of Canada,Businessman,,0,5,,,,,,,,,,,,,2,2,1,1,2,9,9,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,1,9,2,2,2,2,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,9,1,1,2,1,2,2,2,2,1,2,1,2,1,9,9,9,9,1,2,2,1,9,9,9,9,1,1,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,9,9,1,2,1,2
791,WATERLOO SOUTH,Ontario,1867 - 1966,26,1964.11.09,1462,6ab1d342-3030-459c-9751-639f09fada02,"SALTSMAN, Max",12417,0.4425,New Democratic Party,"Business manager, businessman, professor (assistant)",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,9,2,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,9,1,9,9,9,1,1,1,1,1,1,1,9,9,9,1,2,1,1,1,2,1
627,SAGUENAY,Quebec,1947 - 1966,26,1963.04.08,1473,6bbc4b6d-9c17-45e1-917d-614db1016477,"BLOUIN, Gustave-P.",13896,0.4285,Liberal Party of Canada,Manufacturer,,1,1,,,,,,,,,,,,,2,2,9,1,9,9,9,9,2,1,1,9,1,2,2,1,1,2,1,1,1,9,2,2,2,9,1,2,2,1,9,2,2,2,2,2,2,1,1,1,2,9,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,2,9,9,9,2,2,2,1,1,2,1,1,2,1,9,9,1,2,9,2,2,9,2,9,9,1,2,9,2,2,1,2,2,1,1,2,2,1,1,1,1,9,1,9,9,2,2,2,9,2,1,2,2,9,9,1,1,1,2,2,2,2,1,1,2,1,2
