Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H10S1V001,H10S1V002,H10S1V003,H10S1V004,H10S1V005,H10S1V006,H10S1V007,H10S1V008,H10S1V009,H10S1V010,H10S1V011,H10S1V012,H10S1V013,H10S1V014,H10S1V015,H10S1V016,H10S1V017,H10S1V018,H10S1V019,H10S1V020,H10S2V001,H10S2V002,H10S2V003,H10S2V004,H10S2V005,H10S2V006,H10S2V007,H10S2V008,H10S2V009,H10S2V010,H10S2V011,H10S2V012,H10S2V013,H10S2V014,H10S2V015,H10S2V016,H10S2V017,H10S2V018,H10S2V019,H10S2V020,H10S2V021,H10S2V022,H10S2V023,H10S2V024,H10S2V025,H10S3V001,H10S3V002,H10S3V003,H10S3V004,H10S3V005,H10S3V006,H10S3V007,H10S3V008,H10S3V009,H10S3V010,H10S3V011,H10S3V012,H10S3V013,H10S3V014,H10S3V015,H10S3V016,H10S3V017,H10S3V018,H10S3V019,H10S3V020,H10S3V021,H10S3V022,H10S3V023,H10S3V024,H10S3V025,H10S3V026,H10S3V027,H10S3V028,H10S3V029,H10S3V030,H10S3V031,H10S3V032,H10S4V001,H10S4V002,H10S4V003,H10S4V004,H10S4V005,H10S4V006,H10S4V007,H10S4V008,H10S4V009,H10S4V010,H10S4V011,H10S4V012,H10S4V013,H10S4V014,H10S4V015,H10S4V016,H10S4V017,H10S4V018,H10S4V019,H10S4V020,H10S4V021,H10S4V022,H10S4V023,H10S4V024,H10S4V025,H10S4V026,H10S4V027,H10S4V028,H10S4V029,H10S4V030,H10S4V031,H10S4V032,H10S4V033,H10S4V034,H10S4V035,H10S4V036,H10S4V037,H10S4V038
469,MUSKOKA,Ontario,1903 - 1924,10,1904.11.03,1822,82d7e9e4-2cdc-418e-94b5-1b115c88ac94,"WRIGHT, William",2121,0.562,Conservative (1867-1942),"Blacksmith, merchant",Protestant,0,1,,,,,,,,,,,,,2,1,9,1,9,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,9,1,1,1,2,1,9,2,1,1,1,1,1,2,1,2,2,2,1,9,2,9,2,1,1,2,2,1,1,9,9,9,9,9,1,9,9,9,9,9,9,1,1,1,1,9,1,1,1,9,2,9,1,1,1,1,9,1,1,9,1,2,9,1,9,9,1,1,2,1,2,2,1,9,1,1,1,1,1,9,1,9,1,1,9,1,2,1,1,1
80,BRUCE NORTH,Ontario,1867 - 1933,10,1904.11.03-1906.08.19,1826,82f7d548-45ae-4421-96a2-4cb44205617d,"BLAND, L.T.",2832,0.5096,Liberal-Conservative,Farmer,Protestant,0,1,,,,,,,,,,Died in office: 1906.08.19,,,2,9,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
837,YARMOUTH,Nova Scotia,1867 - 1914,10,1904.11.03,1832,83534b65-81ca-43e7-9bab-5f921b3f7b6c,"LAW, Bowman Brown",1883,0.5527,Liberal Party of Canada,Merchant,Protestant,0,2,,,,,,,,,United States,,,,1,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,9,2,9,2,2,1,2,2,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,2,9,9,2,2,9,1,1,2,2,9,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,9,9,2,2,9,2,2,9,2,2,1,1,1,1,9,2,2,1,2,1,1,9,9,9,9,9,9,2,2,2,2,2,9,9,9,9,9,9,9
345,KOOTENAY,British Columbia,1903 - 1914,10,1904.11.03,1836,83937435-1eaf-4215-8abc-7632229f021b,"GALLIHER, William A.",2551,0.5146,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,9,2,2,2,1,9,2,2,2,2,9,2,2,9,2,1,2,2,9,9,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,9,9,9,9,2,1,1,2,9,9,9,9,9,9,9,9,9,9,9,1,9,2,9,1,2,9,9,9,9,9,9,9,2,9,2,2,2,2,2,9,2,1,9,9,1,1,2,2,1,9,9,9,2,2,9,9,2,2,2,2,2,9,2,9,9,9,9,2,2,2
432,MEGANTIC,Quebec,1867 - 1933,10,1904.11.03,1860,85a25d58-0f9a-4ebb-9c59-b1a4a9986f9b,"SAVOIE, Francois Theodore",2453,0.5571,Liberal Party of Canada,,Fr.Catholic,1,1,,,,,,,,,,,,,9,2,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,2,2,9,2,2,2,1,1,2,9,1,9,9,2,2,2,9,9,9,2,2,2,9,1,2,1,2,2,9,9,2,2,9,9,1,2,2,9,2,2,2,2,9,2,2,2,1,9,9,9,9,9,2,1,2,2,2,2,2,9,2,2,9,2,9,1,1,1,9,9,2,1,2,1,1,2,2,9,9,2,2,2,2,2,9,2,2,9,2,1,2,2,2
587,QUEEN'S,Prince Edward Island,1903 - 1966,10,1904.11.03,1870,8674907d-aa3e-480a-b0d4-7fec3386fb71,"MCLEAN, Angus Alexander",4367,0.2529,Conservative (1867-1942),Lawyer,Protestant,0,1,,,,,,,,,,,,,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,1,2,2,1,1,1,9,9,9,2,1,1,9,9,9,9,9,9,9,9,9,9,9,9,2,1,9,2,2,1,1,9,9,9,1,1,1,1,1,1,1,2,1,1,1,9,1,1,9,1,1,9,2,1,1,1,1,9,9,9,1,1,1,2,9,1,9,9,9,1,2,1,2,2,1,1,1,1,1,1,9,9,9,1,9,1,1,9,9,9,1,9
277,HASTINGS EAST,Ontario,1867 - 1924,10,1904.11.03,1888,87c17501-d622-40a8-b54a-e744773295dc,"NORTHRUP, W.B.",2961,0.5293,Conservative (1867-1942),Lawyer,Protestant,0,3,,,,,,,,,,,,,9,9,9,1,9,9,1,2,1,2,2,2,1,2,2,1,1,1,9,9,1,9,9,1,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,9,9,9,9,9,9,2,1,9,2,2,1,1,9,2,9,9,1,9,9,9,9,9,9,9,1,1,2,1,9,1,1,1,9,2,1,9,1,1,1,1,9,1,1,9,2,9,1,9,9,1,9,9,1,2,2,9,1,9,9,1,1,1,1,1,9,1,1,9,1,2,1,1,1
51,BONAVENTURE,Quebec,1867 - 1971,10,1904.11.03,1896,8844037f-c912-404d-a505-6bf56321dd9a,"MARCIL, Charles",2280,0.6216,Liberal Party of Canada,Journalist,Fr.Catholic,1,2,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,9,9,1,1,2,9,9,9,9,9,9,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,9,2,2,2,2,1,9,1,9,1,2,2,1,2,1,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
75,BROME,Quebec,1867 - 1924,10,1904.11.03,1902,8898cbb9-c7b4-4b1d-8019-f6672fcd0560,"FISHER, Hon. S.A.",1821,0.6593,Liberal Party of Canada,Farmer,Protestant,0,5,,1,,,,,,,,,,,1,2,9,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,9,2,2,2,9,2,2,2,1,1,2,2,1,2,9,9,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,9,9,9,9,9,9,9,9,9,9,1,2,2,2,1,2,9,9,2,2,9,1,2,2,2,2,9,2,2,2,9,2,1,1,1,1,9,9,2,1,2,1,1,2,2,2,9,9,2,2,2,2,2,9,9,2,2,1,2,2,2
679,SHELBURNE AND QUEEN'S,Nova Scotia,1892 - 1924,10,1904.11.03- and 1906.10.31,1908,89103d9d-627c-4f56-8113-57b0d3865982,"FIELDING, Hon. W.S.",2302,0.5456,Liberal Party of Canada,"Correspondent, editor, journalist",Protestant,0,3,,1,,,,,,,,Election declared void: 1904.11.03,,,9,2,2,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,9,1,2,2,1,1,2,2,9,1,1,2,2,9,9,2,2,2,1,9,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,9,9,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
138,CHARLOTTE,New Brunswick,1867 - 1966,10,1904.11.03,1910,892fcb1a-a0f4-4f1f-8293-277f484857a5,"GANONG, Gilbert White",2574,0.526,Liberal-Conservative,"Confectioner, teacher",Protestant,0,3,,,,,,,,,,,,,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,9,2,9,9,9,9,1,1,2,1,9,1,9,9,9,9,9,9,9,9,9,2,9,2,9,9,2,2,9,1,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,1,1,1,1,9,2,9,9,9,9,1,1,2,9,9,9,9,1,9,9,9,1,9,9,9,9,1,1,1,1,2,9,9,9
578,QUEBEC COUNTY,Quebec,1867 - 1924,10,1904.11.03-1906.06.03,1916,89623362-ab4a-44b5-800f-0038af405df5,"FITZPATRICK, Hon. Chas.",2445,0.9002,Liberal Party of Canada,"Crown prosecutor, lawyer, professor of criminal law",Catholic,0,3,,1,,,,,,,,Resignation. Appointed Chief Justice of the Supreme Court of Canada: 1906.06.03,,,9,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,1,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
424,MARQUETTE,Manitoba,1871 - 1976,10,1904.11.03,1917,896b827c-c49c-4978-9b77-7590d414c5ee,"ROCHE, W.J.",2594,0.5071,Conservative (1867-1942),Physician,Protestant,0,3,,,,,,,,,,,,,2,1,9,1,9,1,1,2,1,2,2,2,1,2,2,1,1,1,9,9,1,1,1,1,2,2,1,1,1,2,1,9,2,1,1,1,9,9,9,9,9,9,9,9,9,2,1,2,1,9,9,9,9,9,9,9,9,9,9,1,1,1,1,1,2,1,1,1,2,1,9,1,1,1,1,9,9,1,1,1,1,1,1,1,1,1,2,2,1,1,9,1,1,2,1,2,2,9,1,1,9,1,1,1,1,1,1,1,9,9,9,9,1,1,1
269,HAMILTON EAST,Ontario,1903 - 2003,10,1904.11.03,1928,8aa5c0ed-bcaa-4229-9464-8fbd967acc30,"BARKER, Samuel",2786,0.5192,Conservative (1867-1942),Lawyer,Protestant,0,2,,,,,,,,,,,,,1,1,9,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,9,1,1,1,1,2,2,1,1,1,9,9,9,9,9,1,9,9,1,2,9,2,2,2,1,9,2,9,2,1,9,9,9,1,1,1,2,2,1,1,1,9,9,9,9,2,9,1,1,2,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,9,2,1,1,1,1,9,9,1,2,2,9,1,1,9,9,1,1,1,1,9,9,1,1,9,9,1,1,1
10,ALGOMA EAST,Ontario,1903 - 1966,10,1904.11.03,1934,8aeb2284-cde9-4c5e-ab3d-025f7b7b55bb,"DYMENT, Albert Edward",2698,0.56,Liberal Party of Canada,"Lumber merchant, stockbroker",Protestant,0,3,,,,,,,,,,,,,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,2,9,9,9,2,2,1,1,9,9,1,9,9,9,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,2,9,9,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,2,1,2,9,2
369,LANARK NORTH,Ontario,1867 - 1914,10,1904.11.03,1937,8afdbb8c-353c-4bcf-968a-ab83549d8ca9,"CALDWELL, Thomas Boyd",1709,0.5079,Liberal Party of Canada,Woollens manufacturer,Protestant,0,1,,,,,,,,,,,,,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,1,2,9,2,1,1,2,2,9,2,2,9,2,2,9,9,9,9,9,9,1,1,9,1,9,9,1,1,2,2,9,9,9,9,9,2,2,2,9,9,1,9,2,2,1,2,2,9,9,2,2,1,9,2,2,2,2,9,9,2,9,2,1,1,1,1,9,2,2,9,2,1,1,2,2,9,9,2,9,9,2,2,9,2,2,9,2,1,2,2,2
472,NANAIMO,British Columbia,1903 - 1962,10,1904.11.03,1946,8bc67a8b-cd7a-49f9-a21c-9128298f183e,"SMITH, Ralph",1392,0.4331,Liberal Party of Canada,Miner,Protestant,0,2,,,,,,,,,England,,,,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,1,2,9,2,1,9,9,2,1,9,9,2,9,9,9,9,9,9,9,9,9,1,9,1,2,9,9,9,2,2,9,9,9,9,9,2,2,2,2,2,1,2,2,2,1,2,9,2,9,9,2,9,9,2,2,2,2,2,2,2,9,9,1,9,1,9,9,2,9,9,9,9,1,9,2,2,2,2,2,2,2,2,2,9,2,2,2,1,9,9,9
215,ESSEX NORTH,Ontario,1882 - 1924,10,1904.11.03,1960,8cbc312c-ad1a-45b5-ae85-a50e78fa4dd4,"SUTHERLAND, Robert Franklin",3037,0.5322,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
155,COMOX--ATLIN,British Columbia,1903 - 1914,10,1904.11.03,1981,8e78104a-7343-4187-a8da-d1a1d733ce79,"SLOAN, W.",accl.,,Liberal Party of Canada,Businessman,Protestant,0,1,,,,,,,,,,,,,1,2,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,9,2,2,2,1,9,2,9,1,2,2,2,2,2,9,9,9,9,9,9,9,1,2,1,2,2,9,9,9,2,9,9,9,9,9,2,9,2,2,2,1,2,2,2,1,2,9,2,2,2,9,9,9,2,2,2,2,2,2,2,2,2,1,1,9,9,9,2,2,1,9,9,1,2,2,2,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9
564,PRINCE,Prince Edward Island,1903 - 1966,10,1904.11.03,1987,8ee2f23e-951f-4c93-972d-dc95351fca8c,"LEFURGEY, Alfred Alexander",3501,0.5067,Conservative (1867-1942),Lawyer,Universalist,0,2,,,,,,,,,,,,,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,1,2,2,9,9,9,9,9,9,9,9,1,9,9,1,9,9,9,2,2,1,2,9,1,9,1,1,2,2,9,1,9,9,9,9,9,9,1,1,1,1,2,9,1,9,9,9,9,9,9,1,9,9,9,1,1,9,1,1,1,1,1,1,2,9,1,9,1,9,9,9,1,2,2,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,1,1
109,NORTH CAPE BRETON AND VICTORIA,Nova Scotia,1903 - 1924,10,1906.03.14,1991,8f0d25eb-3762-4593-bf4d-651ca2c79443,"ROSS, A.C.",2922,0.5832,Liberal Party of Canada,Business executive,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,9,9,2,2,9,2,2,2,1,9,9,9,9,9,2,2,2,2,9,9,1,2,2,2,1,9,9,1,2,9,1,1,9,2,9,9,9,9,9,2,2,9,9,9,1,2,2,2,1,2,2,2,2,2,9,1,2,2,2,2,2,2,9,2,2,2,1,1,1,1,1,2,9,9,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
575,QU'APPELLE,Northwest Territories,1903 - 1905,10,1904.11.03,2012,90968dd4-24bc-4851-b512-b20a1e979fc8,"LAKE, Richard Stuart",2830,0.5025,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,England,,,,2,1,9,1,2,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,9,9,9,1,1,9,9,2,2,2,1,2,2,1,2,1,1,9,9,1,1,9,9,2,1,9,1,1,1,1,1,2,1,1,1,2,1,1,1,1,9,9,9,9,1,1,1,9,1,1,1,1,1,2,9,1,1,1,1,1,2,1,2,2,9,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
260,HALDIMAND,Ontario,1903 - 1952,10,1904.11.03,2058,93d83706-34fe-496c-8008-8da34d423458,"LALOR, Francis Ramsey",2548,0.5268,Conservative (1867-1942),"Manufacturer, merchant",Protestant,0,1,,,,,,,,,,,,,2,1,1,1,9,9,1,2,1,2,2,2,1,2,2,1,1,1,9,9,1,9,1,1,2,1,1,1,1,9,1,9,2,1,1,1,1,1,1,1,2,2,2,1,9,9,9,9,1,1,9,9,1,1,9,9,9,9,9,9,9,1,1,1,2,1,1,9,2,1,9,9,1,1,1,9,9,1,1,1,9,1,9,1,9,9,9,2,9,9,2,9,9,9,1,2,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,1,1,9
501,NORTHUMBERLAND WEST,Ontario,1867 - 1914,10,1904.11.03,2075,94c8e1d0-9af7-479e-99aa-8376116d4510,"MCCOLL, John B.",1501,0.5252,Liberal Party of Canada,Lawyer,Catholic,0,2,,,,,,,,,,,,,1,9,2,2,9,2,2,2,2,2,2,2,2,9,9,2,2,2,9,9,2,2,2,2,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,1,9,2,9,1,1,2,9,9,9,9,9,9,9,2,2,9,1,9,9,9,9,2,9,9,9,2,2,2,2,9,2,2,2,2,1,1,9,9,1,2,2,1,2,1,1,2,2,2,9,9,2,2,2,2,9,2,2,9,9,9,2,2,9
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,10,1904.11.03,2095,963cd360-aaf3-4918-9bbe-1bd8e5fe0643,"LAVERGNE, Louis",3753,0.7461,Liberal Party of Canada,"Editor, notary",Fr.Catholic,1,3,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,1,2,2,2,1,1,9,9,1,2,2,2,2,2,2,2,1,2,2,2,9,9,2,1,2,2,1,1,2,2,9,9,9,9,9,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,9,9,2,2,2,2,2,2,1,9,1,1,9,9,2,9,2,1,1,2,2,2,2,2,9,9,9,9,9,2,2,9,2,1,2,2,2
538,PEEL,Ontario,1867 - 1966,10,1904.11.03,2097,96798f2e-2759-407e-8682-bc91559c9f45,"BLAIN, Richard",2640,0.5112,Conservative (1867-1942),Merchant,Protestant,0,2,,,,,,,,,,,,,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,9,2,2,1,9,9,1,1,1,1,2,1,1,1,2,1,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,2,2,9,1,2,1,1,2,1,2,2,1,1,1,9,9,1,1,1,1,9,1,1,1,1,2,1,1,1
529,OXFORD NORTH,Ontario,1867 - 1933,10,1904.11.03-1905.05.03 ,2105,96d9a145-4e36-4be8-93a6-ca5a9c37ab45,"SUTHERLAND, Hon. James",2768,0.6862,Liberal Party of Canada,Merchant,Protestant,0,7,,1,,,,,,,,Died in office: 1905.05.03 .,,,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
858,YUKON,Yukon,1902 - 1947,10,1904.11.03,2114,9796aa93-03f8-4d49-ac6a-f2eab36fbe1c,"THOMPSON, Alfred",2113,0.5856,Conservative (1867-1942),Physician,Protestant,0,1,,,,,,,,,,,,,9,9,1,2,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
383,LAVAL,Quebec,1867 - 1914,10,1904.11.03,2136,99744b7b-331d-46d3-8dab-c0d6b78453ec,"LEONARD, Emile",1842,0.506,Conservative (1867-1942),Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,9,9,2,2,9,9,2,1,2,1,1,1,1,2,1,2,2,1,9,9,9,1,1,1,9,2,9,9,9,2,1,9,9,9,9,9,9,1,2,2,2,1,1,1,9,9,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,1,1,1,9,1,1,1,2,9,9,9,9,9,1,9,9,9,9,9,1,1,9,1,1,1,2,9,9,9,9,9,9,9,1,2,2,1,9,9,9,9,9,1,1,9,9,9,9,9,1,2,9,1,1
559,PORTAGE LA PRAIRIE,Manitoba,1903 - 1947,10,1904.11.03,2147,9a043177-e61e-421f-89e3-d99caba7623b,"CRAWFORD, John",3048,0.5337,Liberal Party of Canada,Farmer,Protestant,0,1,,,,,,,,,,,,,1,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,9,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,9,9,9,9,9,9,9,9,1,2,1,2,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,2,2,9,9,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,9,9,9,9,9,1,2,1,1,9,2,2,2,2,2,9,2,9,2,2,2,2,2,1,2,9,9
599,RENFREW NORTH,Ontario,1867 - 1972,10,1904.11.03-1906.05.03,2161,9b1d7a00-039b-436a-81b7-451173585a8a,"WHITE, Peter",2495,0.5231,Conservative (1867-1942),Lumber merchant,Protestant,0,6,,,,,,,,,,Died in office: 1906.05.03.,,,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
363,LAMBTON EAST,Ontario,1882 - 1933,10,1904.11.03,2169,9b9087eb-6add-462b-bc28-48898b45eb69,"ARMSTRONG, J.E.",3026,0.5412,Conservative (1867-1942),"Farmer, manufacturer, oilman",Protestant,0,2,,,,,,,,,,,,,2,1,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,1,1,2,2,9,1,1,2,1,1,2,9,1,1,1,9,9,9,2,9,9,9,9,9,1,2,1,1,2,2,1,1,9,9,9,9,9,9,1,1,1,1,2,9,9,9,2,1,1,1,1,1,1,2,9,1,1,1,1,1,1,9,1,1,2,9,1,9,1,1,1,2,1,2,2,1,1,1,1,1,9,9,9,9,1,9,1,1,1,2,1,1,9
130,CHAMBLY--VERCHERES,Quebec,1893 - 1933,10,1904.11.03,2197,9d40d4ba-8cab-4ef0-b0d9-d9788b093899,"GEOFFRION, V.",2493,0.5597,Liberal Party of Canada,Lawyer,Fr.Catholic,1,3,,,,,,,,,,,,,1,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,1,2,2,9,9,1,2,9,9,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,2,9,9,9,9,9,9,9,2,2,2,2,9,2,2,2,1,2,9,9,2,2,2,9,2,9,2,2,2,2,9,2,9,2,9,9,9,9,9,2,2,1,2,1,1,2,2,2,9,2,2,2,2,2,9,2,2,9,9,9,9,9,2
518,OTTAWA (CITY OF),Ontario,,10,1907.12.23,2218,9f2c911a-c6c2-4673-9f73-6d7ada95e2aa,"CARON, J.B.T.",4474,0.7962,Liberal Party of Canada,Lawyer,Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,2,2,9,9,1,1,1,2,2,9,2,1,1,2,9,9,9,9,2,2,2,9,9,9,2,9,9,9,2,2,2
401,LONDON,Ontario,1867 - 1966,10,1904.11.03-1905.05.21 and 1905.06.13-1907.04.11,2219,9f478755-9b43-47bd-be08-4483987534be,"HYMAN, Charles S.",4302,0.5014,Liberal Party of Canada,Manufacturer,Protestant,0,3,,1,,,,,,,,Resignation. Appointed Minister of Public Works: 1905.05.21 & Resignation. For health reasons: 1907.04.11,,,9,9,1,2,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,2,9,2,2,2,1,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
580,QUEBEC-CENTRE,Quebec,1867 - 1914,10,1905.01.19,2232,a013916b-4744-4912-a536-3bac61b96fbe,"LACHANCE, Arthur",accl.,,Liberal Party of Canada,"Crown attorney, crown prosecutor, lawyer",Fr.Catholic,1,1,,,,,,,,,,,,,9,9,2,2,9,9,2,9,9,9,2,2,2,2,2,2,9,2,2,2,2,9,2,9,9,2,2,2,1,1,2,9,1,2,2,2,2,2,9,9,1,2,2,2,9,9,9,1,9,9,9,9,2,2,9,9,9,9,9,9,2,2,2,2,1,2,2,2,1,2,9,9,9,9,9,9,9,2,2,2,9,2,2,2,2,2,1,1,9,9,9,9,9,1,2,1,1,9,2,2,2,2,2,2,2,2,9,9,2,2,2,1,9,2,2
