Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H18S1V001,H18S1V002,H18S1V003,H18S1V004,H18S1V005,H18S1V006,H18S1V007,H18S1V008,H18S1V009,H18S1V010,H18S1V011,H18S2V001,H18S2V002,H18S2V003,H18S2V004,H18S2V005,H18S2V006,H18S3V001,H18S3V002,H18S3V003,H18S3V004,H18S3V005,H18S3V006,H18S3V007,H18S3V008,H18S3V009,H18S3V010,H18S3V011,H18S4V001,H18S4V002,H18S4V003,H18S4V004,H18S4V005,H18S4V006,H18S4V007,H18S4V008,H18S4V009,H18S4V010,H18S4V011,H18S4V012,H18S4V013,H18S4V014,H18S5V001
,,,,,,,,,,,,,,,,,,,,,,,,,,,Date,02.13.1936,02.20.1936,02.27.1936,03.10.1936,05.12.1936,05.12.1936,06.01.1936,06.16.1936,06.16.1936,06.17.1936,06.18.1936,02.02.1937,02.19.1937,03.09.1937,03.12.1937,03.18.1937,03.19.1937,02.11.1938,02.16.1938,03.31.1938,03.31.1938,05.24.1938,05.31.1938,06.13.1938,06.14.1938,06.23.1938,06.23.1938,06.23.1938,02.02.1939,02.02.1939,02.07.1939,02.13.1939,02.13.1939,03.13.1939,03.16.1939,03.29.1939,04.11.1939,04.26.1939,05.03.1939,05.11.1939,05.23.1939,06.03.1939,09.12.1939
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=whipped, 0=non-whipped",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,"1=Bill, 3=Motion, 5=Amendment",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,LEEDS,Ontario,1903 - 1976,18,1935.10.14,2906,d0fdc43a-2bf2-47f2-a4e7-5e122182e613,"STEWART, Hon. Hugh Alexander",9487,0.4963,Conservative (1867-1942),Barrister,,0,5,,,,,,,,,,,,,2,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,9,2,2,1,2,2,1,2,1,1,1,1,2,1,9,1,9,2,1,2
815,WEYBURN,Saskatchewan,1914 - 1947,18,1935.10.14,2936,d34eb71d-3bc8-4258-8a3f-2007fa662c38,"DOUGLAS, Thomas Clement",7280,0.45,Co-operative Commonwealth Federation,"Minister, printer",,0,1,,,,,,,,,Scotland,,,,1,2,1,1,2,1,2,1,1,2,1,1,1,1,9,1,2,1,1,1,1,9,9,2,2,1,1,2,1,1,2,2,1,2,1,1,2,9,1,2,9,1,9
1241,CAPE BRETON NORTH AND VICTORIA,Nova Scotia,1933 - 1966,18,1935.10.14-1937.09.04,2960,d5373a1a-e4ab-46ae-b409-fd6a2d558a91,"CAMERON, Daniel Alexander",6457,0.4645,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,Died in office: 1937.09.04,,,2,1,2,1,2,2,9,2,2,1,1,9,2,2,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
639,ST. JAMES,Quebec,1892 - 1947,18,1935.10.14-1939.07.12 ,2963,d5513859-e07e-4492-ae07-70bda3037018,"RINFRET, Hon. Fernand",22298,0.6046,Liberal Party of Canada,"Author, editor, journalist, professor",,1,6,,1,,,,,,,,Died in office: 1939.07.12 ,,,2,1,2,1,2,2,9,2,2,1,1,2,2,2,9,2,1,9,2,2,2,2,2,9,1,2,2,1,2,2,1,2,1,9,2,1,1,9,2,1,2,9,99
185,DUFFERIN--SIMCOE,Ontario,1924 - 1966,18,1935.10.14-1937.09.28 and 1937.11.08,2968,d5828758-1cba-4fc0-85ba-bc61c620ed60,"ROWE, Hon. William Earl",8150,0.5233,Conservative (1867-1942),"Farmer, rancher",,0,4,,,,,,,,,United States,Resignation. Enters provincial politics in Ontario: 1937.09.28,,,2,1,2,2,2,2,9,2,1,9,9,9,2,9,9,1,9,9,9,1,1,1,9,9,9,2,1,2,9,9,2,9,9,1,9,9,9,1,1,9,9,9,2
129,CHAMBLY--ROUVILLE,Quebec,1933 - 1966,18,1935.10.14,2980,d61f7675-ca36-4f5a-ba94-aa6f818f3d8a,"DUPUIS, Vincent",9555,0.5264,Liberal Party of Canada,Lawyer,,1,3,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,1,2,2,2,9,2,1,9,9,2,2,2,9,9,1,2,2,1,2,2,1,2,1,9,2,1,9,2,2,1,2,9,2
476,NEEPAWA,Manitoba,1914 - 1947,18,1935.10.14,2982,d65d77d7-0da6-4bf8-af5d-e26078a92acb,"MACKENZIE, Frederick Donald",5968,0.4716,Liberal Party of Canada,"School principal, teacher",,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,9,2,2,9,2,2,2,2,2,2,9,9,1,1,2,2,1,2,2,1,2,1,1,2,1,1,9,2,9,2,1,2
23,ASSINIBOIA,Saskatchewan,1907 - 1987,18,1935.10.14-1935.12.08,2984,d671bf1e-b1ae-4a2c-ba23-cd818410eb62,"MCKENZIE, Robert",6213,0.4167,Liberal Party of Canada,Agent,,0,4,,,,,,,,,,Resignation. To allow J. G. Gardiner to run for office: 1935.12.08,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
696,SPADINA,Ontario,1933 - 1987,18,1935.10.14,2986,d680f4a9-7ac0-4af8-9c49-4fe918fa9a81,"FACTOR, Samuel",14768,0.4375,Liberal Party of Canada,"Barrister, lawyer",,0,2,,,,,,,,,Russia,,,,2,1,9,1,2,2,9,2,2,1,1,2,2,9,9,9,9,2,2,2,2,9,2,9,2,9,9,9,2,2,1,9,9,9,2,1,1,9,2,1,2,9,2
246,GREENWOOD,Ontario,1933 - 1976,18,1935.10.14,3006,d7d1c6b0-bb86-473e-a28b-dcb4659d416e,"MASSEY, Denton",11183,0.4039,Conservative (1867-1942),"Engineer, minister",,0,1,,,,,,,,,,,,,2,1,9,2,2,2,1,2,1,1,2,1,2,1,9,1,9,9,1,1,1,1,1,2,2,9,9,9,2,1,2,9,9,2,1,2,9,9,1,2,2,9,2
454,MOUNT ROYAL,Quebec,1924 - 1966,18,1935.10.14,3015,d8b00805-fbe7-407f-8512-1e9d5594ebe9,"WALSH, William Allen",16203,0.4945,Conservative (1867-1942),"School principal, school superintendent, teacher",,0,1,,,,,,,,,,,,,9,9,9,2,2,2,2,9,9,9,9,1,9,1,9,9,9,9,1,1,1,9,1,9,1,2,1,2,2,1,2,9,9,9,9,2,9,2,1,9,2,9,2
401,LONDON,Ontario,1867 - 1966,18,1935.10.14-1938.05.07,3017,d8b419fa-d0c7-4b4a-8319-d108a7fc73df,"BETTS, Frederick Cronyn",10911,0.3624,Conservative (1867-1942),Solicitor,,0,1,,,,,,,,,,Died in office: 1938.05.07,,,2,1,2,2,9,9,9,2,1,1,2,9,2,1,9,9,1,1,1,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
780,VICTORIA,British Columbia,1924 - ,18,1935.10.14-1936.05.03,3030,d97e82c8-e7dd-42d9-99de-d098424d60e7,"PLUNKETT, D'Arcy Britton",7505,0.3528,Conservative (1867-1942),Ironworker,,0,3,,,,,,,,,,Died in office: 1936.05.03,,,2,1,2,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
225,FRASER VALLEY,British Columbia,1919 - 1966,18,1935.10.14,3036,d9fde75a-6543-457b-8a5b-f3ddf1adb4f4,"BARBER, Harry James",4359,0.3452,Conservative (1867-1942),Pharmacist,,0,4,,,,,,,,,,,,,2,9,9,2,2,2,9,2,1,1,2,1,2,1,9,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,1,9,1,9,1,1,1,2,2,9,2
464,MOOSE JAW,Saskatchewan,1907 - 1952,18,1935.10.14,3039,da1e46fc-5b99-4c79-850a-a1cf6cbe555f,"ROSS, John Gordon",7353,0.448,Liberal Party of Canada,"Farmer, rancher",,0,3,,,,,,,,,,,,,2,1,2,1,2,2,1,9,9,9,9,2,2,2,9,2,9,2,2,2,2,2,9,1,2,2,2,1,2,2,1,2,1,1,2,9,1,2,2,1,2,1,2
407,LOTBINIERE,Quebec,1867 - 2000,18,1935.10.14-1937.11.20,3043,da9744b5-50cb-4aab-a7e1-945c4143b55c,"VERVILLE, J. Achille",9768,0.6451,Liberal Party of Canada,Notary,,1,4,,,,,,,,,,Died in office: 1937.11.20,,,2,9,9,1,2,2,9,2,2,1,9,9,2,2,9,2,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
213,ESSEX EAST,Ontario,1924 - 1966,18,1935.10.14,3058,dbc81dd3-47f7-4448-a205-ccbf43047e83,"MARTIN, Paul",7562,0.3926,Liberal Party of Canada,"Barrister, lawyer, lecturer",,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,9,9,9,1,9,1,9,2,2,2,2,2,9,9,2,2,1,2,9,1,9,9,1,2,1,1,2,2,9,2,1,2
1263,ST. ANN,Quebec,1914 - 1947,18,1935.10.14,3067,dc6b4832-91f5-47f9-af3b-39c85c81011b,"HUSHION, William James",4274,0.2737,Liberal Party of Canada,"Businessman, merchant",,0,2,,,,,,,,,,,,,2,9,2,1,2,2,9,2,2,1,9,9,9,9,9,9,9,2,9,2,2,9,2,9,9,9,2,1,2,2,9,9,9,9,9,1,9,2,2,1,9,1,2
599,RENFREW NORTH,Ontario,1867 - 1972,18,1937.04.05,3072,dca0a287-8341-45f3-a7a4-6ca0d0b2e16c,"WARREN, Ralph Melville",5863,0.5178,Liberal Party of Canada,Farmer,,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,9,2,9,1,2,2,1,2,2,9,2,1,1,2,1,1,9,2,9,2,1,2
703,ST. PAUL'S,Ontario,1933 - 1966,18,1935.10.14,3089,deccabc4-17c4-44e2-aa8d-18fcb0c9ca75,"ROSS, Douglas Gooderham",10852,0.4093,Conservative (1867-1942),"Businessman, insurance broker",,0,1,,,,,,,,,,,,,9,9,2,2,2,2,9,2,1,1,2,1,2,1,9,1,9,1,9,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,9,9,1,9,9,9,2
138,CHARLOTTE,New Brunswick,1867 - 1966,18,1935.10.14,3103,e01724ae-aeeb-4d1c-8f29-705cbff9d2b3,"HILL, Burton M.",5436,0.5151,Liberal Party of Canada,Civil engineer,,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,9,2,2,9,9,9,9,2,9,9,2,2,9,2,2,2,1,2,2,9,9,1,9,2,1,9,9,2,1,2,9,2
702,ST. JOHN--ALBERT,New Brunswick,1914 - 1966,18,1935.10.14-1938.01.04,3112,e0df76df-6c16-488d-b9bf-a6026671d11f,"RYAN, William Michael",15125,0.4796,Liberal Party of Canada,"Barrister, journalist",,0,1,,,,,,,,,,Died in office: 1938.01.04,,,2,1,2,1,2,2,1,2,2,1,1,9,2,9,9,2,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
266,HALTON,Ontario,1867 - 1987,18,1935.10.14,3117,e1359024-e3e8-44b0-b0ec-978bea83de1d,"CLEAVER, Hughes",6177,0.468,Liberal Party of Canada,Lawyer,,0,1,,,,,,,,,,,,,2,1,9,1,2,2,9,2,2,9,1,2,2,2,9,2,9,9,2,2,2,2,2,9,1,2,2,1,2,2,1,2,1,9,2,9,9,2,2,1,2,9,2
631,ST. ANTOINE--WESTMOUNT,Quebec,1933 - 1947,18,1935.10.14,3127,e201207c-9f7b-4ae5-a921-ffee70758b85,"WHITE, Robert S.",12905,0.5886,Conservative (1867-1942),"Gentleman, journalist",,0,6,,,,,,,,,,,,,2,1,2,2,2,2,1,9,2,1,9,1,2,1,9,9,9,1,1,1,1,9,9,2,9,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,9,9,2
707,STORMONT,Ontario,1924 - 1966,18,1935.10.14,3135,e2b15c2f-35a6-4e4e-8e52-a4357fdebc0d,"CHEVRIER, Lionel",9233,0.5474,Liberal Party of Canada,"Barrister and solicitor, counsel, lawyer",,1,1,,,,,,,,,,,,,2,1,9,1,2,2,9,2,2,9,1,2,2,2,1,9,9,2,9,9,9,2,2,9,1,9,9,9,2,2,1,9,9,1,2,1,9,9,9,1,2,9,2
294,HUMBOLDT,Saskatchewan,1905 - 1952,18,1935.10.14,3139,e31ed908-1d2a-40e5-b882-d72948f63d57,"FLEMING, Harry Raymond",6877,0.4574,Liberal Party of Canada,"Physician, surgeon",,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,9,1,9,9,2,2,2,2,9,9,1,1,2,2,1,2,2,1,2,1,1,2,1,9,1,1,2,9,9,2
289,HULL,Quebec,1914 - 1984,18,1935.10.14,3170,e5ed9765-2639-4a7d-bd0c-56f55fc71719,"FOURNIER, Alphonse",9370,0.4484,Liberal Party of Canada,"Lawyer, teacher",,1,2,,,,,,,,,United States,,,,2,1,9,1,2,2,9,2,2,1,9,9,2,2,2,9,9,2,2,2,2,9,2,9,9,2,2,1,2,2,9,2,1,1,2,1,1,9,2,9,9,9,2
411,MACDONALD,Manitoba,1892 - 1947,18,1935.10.14,3184,e6f6ca3d-7061-43db-9bd0-9ba97fb7b4c1,"WEIR, William Gilbert",5987,0.4222,Liberal Progressive,Farmer,,0,2,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,9,1,2,2,2,2,2,9,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,9,1,2
71,BRANTFORD CITY,Ontario,1924 - 1947,18,1935.10.14,3208,e8c16189-29ad-469a-9083-524d40cd92d9,"MACDONALD, W. Ross",7383,0.4417,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,9,2,1,2,2,1,2,2,9,9,9,2,2,1,2,9,2,2,9,9,2,2,9,9,2,2,1,2,2,9,9,1,9,2,9,9,2,2,1,2,9,2
685,SIMCOE EAST,Ontario,1882 - 1966,18,1935.10.14,3211,e8eb11fc-13d8-4929-8389-e9a5411cb51a,"MCLEAN, George Alexander",8219,0.5047,Liberal Party of Canada,"Insurance agent, real estate broker",,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,9,1,2,2,2,9,2,1,9,2,2,2,9,2,1,1,2,2,1,2,2,1,2,1,1,2,9,9,2,2,1,2,9,2
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,18,1935.10.14-1939.12.09,3218,e93d01e1-ee18-4e3e-b804-d9d27402ea92,"GIROUARD, Wilfrid",14125,0.6249,Liberal Party of Canada,Lawyer,,1,4,,,,,,,,,,Resignation. Enters provincial politics in Quebec: 1939.01.01,,,2,1,2,9,9,9,9,2,2,1,1,2,2,2,9,2,1,2,9,2,2,2,2,1,1,2,2,1,2,2,9,9,9,9,2,1,9,9,2,1,9,9,2
691,SOURIS,Manitoba,1903 - 1952,18,1935.10.14,3225,e9a99dd9-ca03-4cf4-afd1-a30c5e8c5984,"MCDONALD, George William",4504,0.4253,Liberal Progressive,"Implement agent, insurance agent, merchant, teacher",,0,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,1,2,2,9,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,1,9,2,2,1,2,9,2
479,NEW WESTMINSTER,British Columbia,1872 - 1976,18,1935.10.14,3238,ead8ec08-81d6-44dd-b076-e1054fa170c7,"REID, Thomas",9977,0.3685,Liberal Party of Canada,"Farmer, rancher",,0,2,,,,,,,,,Scotland,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,2,1,9,1,2
1241,CAPE BRETON NORTH AND VICTORIA,Nova Scotia,1933 - 1966,18,1937.10.18,3253,ebd54ad2-9fac-4782-926d-47676cc87c1a,"MACLEAN, Matthew",accl.,,Liberal Party of Canada,"Insurance agent, notary",,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,1,99,99,99,99,99,99,99,2,2,2,2,2,1,1,1,9,9,9,2,2,1,2,1,1,2,1,1,2,2,1,2,1,9
576,QU'APPELLE,Saskatchewan,1905 - 1966,18,1935.10.14,3260,ec4705d1-ca91-4304-a96d-3a9366b998ca,"PERLEY, Ernest Edward",5769,0.3664,Conservative (1867-1942),Farmer,,0,2,,,,,,,,,,,,,9,1,2,2,2,2,9,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,9,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,9,1,2
521,OTTAWA EAST,Ontario,1933 - 1973,18,1935.10.14-1936.09.22,3270,ed2c1fcc-9b3d-43e7-8145-ba55cb2d1ab1,"CHEVRIER, Edgar Rodolphe Eugen",16598,0.6414,Liberal Party of Canada,"Barrister, judge, lawyer",,1,4,,,,,,,,,,Resignation. Appointed Justice of the High Court of Justice of Ontario: 1936.09.22,,,2,9,2,1,2,2,9,2,2,1,1,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
823,WINNIPEG NORTH CENTRE,Manitoba,1924 - 1996,18,1935.10.14,3287,ee1cc492-9867-48d3-a612-c1fb491d2916,"WOODSWORTH, James Shaver",10052,0.4144,Co-operative Commonwealth Federation,"Author, lecturer, longshore worker, minister, secretary, social activist, teacher",,0,5,,,,,,,,,,,,,1,2,1,1,2,1,2,1,2,2,1,1,1,1,2,1,9,1,1,1,1,1,2,2,2,1,1,2,1,1,9,2,1,2,1,1,9,1,9,2,2,1,2
51,BONAVENTURE,Quebec,1867 - 1971,18,1937.03.22-1939.10.10,3316,f02cd8c3-c8c6-4a12-9e49-b282ec85b8ff,"COTE, Pierre-Emile",7735,0.5511,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,Resignation: 1939.10.10,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,2,2,9,2,1,9,2,2,1,2,2,1,2,1,9,9,1,1,2,2,1,2,1,2
521,OTTAWA EAST,Ontario,1933 - 1973,18,1936.10.26,3338,f2151799-091b-4f4f-800b-80f306ab2ad9,"PINARD, Joseph Albert",9726,0.4124,Liberal Party of Canada,Agent,,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,9,2,2,1,9,1,2,2,2,2,9,9,1,1,9,9,9,9,9,1,2,1,1,2,1,1,9,2,9,2,1,2
587,QUEEN'S,Prince Edward Island,1903 - 1966,18,1935.10.14-1935.12.17,3353,f3448d0e-7ff3-48ea-a6bb-c1d9255da39c,"LARABEE, J. James",10326,0.2754,Liberal Party of Canada,Merchant,,0,1,,,,,,,,,,Resignation. Becomes Special Officer in the Fisheries Protection Service of Canada assigned to Prince Edward Island: 1935.12.17,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
381,LAURIER,Quebec,1933 - 1987,18,1935.10.14,3356,f3955f7a-c308-4e57-9713-094d9a11debf,"BERTRAND, Ernest",12998,0.4747,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,9,2,1,2,2,9,2,2,1,1,2,2,2,9,9,9,2,2,2,2,2,2,9,1,2,2,1,2,2,1,9,9,9,9,1,9,2,2,1,2,9,9
364,LAMBTON WEST,Ontario,1882 - 1966,18,1935.10.14,3364,f4ceca5f-a3b8-45ec-9f93-1bdbf0a83ec1,"GRAY, Ross Wilfred",8335,0.5533,Liberal Party of Canada,Barrister,,0,3,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,9,1,9,9,9,9,2,9,9,1,2,9,9,2,2,1,9,9,9,2,9,9,9,2,1,2,1,2
10,ALGOMA EAST,Ontario,1903 - 1966,18,1935.10.14,3382,f643012b-eb7c-41d3-81e8-5ed0bd41ce43,"FARQUHAR, Thomas",5816,0.5512,Liberal Party of Canada,"Farmer, merchant",,0,1,,,,,,,,,,,,,2,9,9,1,2,2,9,2,2,1,1,9,2,2,1,2,1,2,2,9,2,2,9,9,1,2,2,1,2,2,1,2,1,1,2,1,9,9,2,1,2,9,2
652,ST-MAURICE--LAFLECHE,Quebec,1933 - 1947,18,1935.10.14,3385,f6755b90-3623-4d3d-9f0d-af22c5802a00,"CReTE, Joseph-Alphida",5505,0.3279,Liberal Party of Canada,"Optician, optometrist",,1,1,,,,,,,,,,,,,2,1,2,1,2,2,9,2,2,1,9,2,2,2,9,2,9,2,9,2,2,9,9,9,9,9,9,9,2,2,1,9,9,9,9,1,9,9,2,1,9,9,9
436,MELFORT,Saskatchewan,1924 - 1952,18,1935.10.14,3394,f748183f-ae06-44a3-9d1a-5802d8e25ea3,"MCLEAN, Malcolm",6389,0.338,Liberal Party of Canada,Farmer,,0,3,,,,,,,,,Scotland,,,,2,1,2,1,2,2,1,2,2,1,1,9,2,2,9,9,9,2,2,2,2,2,9,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2
721,TEMISCOUATA,Quebec,1867 - 1959,18,1935.10.14,3412,f88a7275-f7f4-407e-9d45-89d5300f2919,"POULIOT, Jean-Francois",10177,0.6725,Liberal Party of Canada,"Author, barrister, lawyer",,1,5,,,,,,,,,,,,,2,9,2,9,9,9,9,2,2,9,9,1,2,2,2,2,9,2,9,2,2,9,9,9,1,2,2,1,2,2,1,2,9,9,2,9,1,9,2,9,9,9,2
216,ESSEX SOUTH,Ontario,1882 - 1966,18,1935.10.14,3413,f89b7a45-5985-4c95-80df-e5d78d482156,"CLARK, Stuart Murray",5592,0.4287,Liberal Party of Canada,Manager,,0,1,,,,,,,,,,,,,2,9,2,1,2,2,9,2,2,1,9,9,2,2,9,9,1,9,2,9,9,9,2,9,9,2,2,1,2,2,1,9,9,9,2,1,9,9,2,1,2,1,2
260,HALDIMAND,Ontario,1903 - 1952,18,1935.10.14,3422,f95bfe6f-8057-478c-92e5-2ee074ad8c1c,"SENN, Mark Cecil",5750,0.5073,Conservative (1867-1942),"Farmer, merchant, teacher",,0,5,,,,,,,,,,,,,2,1,2,2,2,2,9,2,1,1,2,1,2,1,9,1,1,9,9,1,1,1,9,2,9,2,1,2,9,9,2,1,1,1,9,9,1,1,1,2,9,9,2
360,LAKE CENTRE,Saskatchewan,1933 - 1952,18,1935.10.14,3432,fac08547-64e9-47bf-a872-72ba942af77a,"JOHNSTON, John Frederick",5894,0.3833,Liberal Party of Canada,"Businessman, farmer, rancher",,0,5,,,,,,,,,,,,,2,1,2,1,2,2,1,2,9,1,1,9,2,2,1,2,9,2,2,2,2,9,9,1,9,2,2,1,2,2,1,2,1,1,2,1,9,9,9,9,2,1,2
419,MAISONNEUVE--ROSEMONT,Quebec,1933 - 1966,18,1935.10.14,3433,fac1f7fa-6042-4ba0-a691-81d4f3ea257b,"FOURNIER, Sarto",10807,0.4205,Liberal Party of Canada,Lawyer,,1,1,,,,,,,,,,,,,2,1,2,1,2,2,1,2,2,1,1,2,2,2,9,2,1,9,9,2,2,2,9,1,1,9,9,9,2,2,1,2,1,9,9,9,9,2,2,9,9,9,2
525,OUTREMONT,Quebec,1933 - 1947,18,1935.10.14,3461,fd945515-43b5-4eed-9b1c-8c100beef111,"VIEN, Thomas",11260,0.559,Liberal Party of Canada,"Barrister, lawyer",,1,3,,,,,,,,,,,,,2,9,2,1,2,2,9,9,9,9,1,9,2,2,1,2,1,2,2,9,9,9,9,9,9,2,2,1,2,2,1,9,1,9,9,1,9,2,2,9,9,9,9
748,TRINITY,Ontario,1933 - 1987,18,1935.10.14,3469,fe2aac06-cf11-4b9d-8805-e9da5e7e5e01,"PLAXTON, Hugh John",10472,0.3934,Liberal Party of Canada,Barrister,,0,1,,,,,,,,,,,,,2,9,9,1,9,9,9,9,9,1,1,9,2,2,1,2,1,2,2,2,2,9,9,9,9,2,2,1,2,2,1,9,9,9,2,1,9,2,2,1,9,1,2
424,MARQUETTE,Manitoba,1871 - 1976,18,1935.10.14,3479,fee51984-decd-4fbd-be78-fd0f9139c226,"GLEN, James Allison",6850,0.4353,Liberal Progressive,"Barrister, lawyer",,0,2,,,,,,,,,Scotland,,,,2,1,2,1,2,2,1,2,2,9,1,2,2,2,1,2,1,2,2,2,2,9,9,1,1,2,2,1,2,2,1,2,1,1,2,1,9,9,2,1,2,1,2
