Riding.code,Riding,Province,Riding.history,Parliament.no,Term,Id.2,Id,Name,Total.vote,Percentage,Party.Name,Occupation,Religion,French,Length,switch.check,Ministry,Secretary,Change.party,Temporary.suspended.caucus,Excluded.caucus,Quit.caucus,First.Nations,Country.of.Birth,Note1,Note2,Bill.type,H08S1V001,H08S1V002,H08S1V003,H08S2V001,H08S2V002,H08S2V003,H08S2V004,H08S3V001,H08S3V002,H08S3V003,H08S3V004,H08S3V005,H08S3V006,H08S3V007,H08S3V008,H08S3V009,H08S3V010,H08S3V011,H08S3V012,H08S3V013,H08S3V014,H08S3V015,H08S3V016,H08S3V017,H08S4V001,H08S4V002,H08S4V003,H08S4V004,H08S4V005,H08S4V006,H08S4V007,H08S4V008,H08S4V009,H08S4V010,H08S4V011,H08S4V012,H08S4V013,H08S4V014,H08S4V015,H08S4V016,H08S4V017,H08S4V018,H08S4V019,H08S4V020,H08S4V021,H08S4V022,H08S4V023,H08S4V024,H08S4V025,H08S5V001,H08S5V002,H08S5V003,H08S5V004,H08S5V005,H08S5V006,H08S5V007,H08S5V008,H08S5V009,H08S5V010,H08S5V011,H08S5V012,H08S5V013,H08S5V014,H08S5V015,H08S5V016,H08S5V017,H08S5V018,H08S5V019,H08S5V020,H08S5V021,H08S5V022,H08S5V023,H08S5V024,H08S5V025,H08S5V026,H08S5V027,H08S5V028,H08S5V029,H08S5V030,H08S5V031,H08S5V032,H08S5V033,H08S5V034,H08S5V035,H08S5V036,H08S5V037,H08S5V038
550,PICTOU,Nova Scotia,1867 - 1966,8,1896.06.23,2103,96d0ba80-7fd6-4865-8545-abba4a2e357f,"TUPPER, Hon. Sir Chs. H.",3577,0.2598,Conservative (1867-1942),"Editor, lawyer",Protestant,0,4,,,,,,,,,,,,,9,1,1,9,9,9,9,1,2,1,9,2,2,2,9,1,1,9,9,9,9,1,1,9,9,9,9,2,9,2,2,1,2,9,2,2,9,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,1,1,1,1,1,1,1,1,9,1,2,1,1,1,1,1,2,9,9,9,9,9,9,9,9,9,9,9,9
529,OXFORD NORTH,Ontario,1867 - 1933,8,1896.06.23,2105,96d9a145-4e36-4be8-93a6-ca5a9c37ab45,"SUTHERLAND, James",2811,0.7357,Liberal Party of Canada,Merchant,Protestant,0,5,,1,,,,,,,,,,,2,2,2,2,9,1,9,2,1,2,2,9,1,1,2,2,1,9,2,9,2,1,2,1,2,1,1,1,9,9,2,2,1,2,1,1,9,1,9,1,9,9,2,2,2,9,9,9,9,2,2,1,2,2,2,9,2,2,2,2,9,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,9,9,2,2,2,2,2,9
684,SHERBROOKE (TOWN OF),Quebec,,8,1896.06.23-1899.07.15,2122,9864058f-4f50-4c03-b279-8394f6e1af29,"IVES, Hon. W.B.",1478,0.5476,Conservative (1867-1942),"Businessman, lawyer",Protestant,0,5,,,,,,,,,,Died in office: 1899.07.15,,,1,9,9,9,9,9,9,1,2,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,2,9,1,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
455,MONTCALM,Quebec,1867 - 1914,8,1896.06.23,2123,98831763-43b7-48e0-90c4-75da227ef940,"DUGAS, Louis Euclide",1202,0.5699,Conservative (1867-1942),Farmer,Fr.Catholic,1,2,,,,,,,,,,,,,9,1,9,9,1,2,9,1,2,9,1,2,2,9,9,1,9,2,9,9,1,9,9,9,1,2,2,9,2,9,9,1,9,9,2,2,9,9,1,2,9,9,9,9,9,9,9,9,9,9,1,2,1,2,2,9,1,9,1,1,9,1,9,9,9,1,1,9,9,9,1,1,1,1,2,1,1,2,1,1,2,9,9,9,1,9,9
655,ST. MARY,Quebec,1892 - 1947,8,1896.06.23,2148,9a0623a5-fe2f-4fb8-96c9-421f1342dcd8,"DUPRE, H.",3367,0.6312,Liberal Party of Canada,"Businessman, farmer, lumber merchant",Fr.Catholic,1,1,,,,,,,,,,,,,2,2,9,2,1,1,9,2,1,9,1,9,9,9,9,2,9,9,9,2,9,1,9,1,1,1,9,1,1,9,9,9,1,9,1,1,9,9,2,9,9,9,9,9,9,9,9,9,9,2,2,1,2,9,9,9,2,9,2,2,9,2,9,9,9,2,2,2,1,2,9,9,9,9,2,2,1,1,9,2,1,2,2,2,2,9,1
538,PEEL,Ontario,1867 - 1966,8,1896.06.23,2149,9a0e0eb2-8989-475f-9d4b-4a18635512d0,"FEATHERSTON, Joseph",1891,0.5703,Liberal Party of Canada,"Breeder, farmer",Protestant,0,2,,,,,,,,,,,,,2,2,2,2,9,9,9,2,1,9,9,1,1,9,2,2,9,9,9,9,2,1,9,9,2,1,1,1,9,9,9,9,9,9,9,9,9,9,2,1,9,9,9,9,9,9,9,9,9,9,2,1,2,9,9,9,2,9,2,9,9,9,9,9,9,2,9,9,9,9,9,9,2,2,2,2,1,1,9,2,9,9,9,2,9,9,9
29,BAGOT,Quebec,1867 - 1933,8,1896.06.23-1898.03.12,2152,9a7d364b-8ad2-4c3d-b1bf-7a4a4ee73372,"DUPONT, F.",accl.,,Conservative (1867-1942),Notary,Fr.Catholic,1,4,,,,,,,,,,Died in office: 1898.03.12,,,1,1,1,9,1,2,1,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
704,STANSTEAD,Quebec,1867 - 1966,8,1896.06.23,2193,9d071f7b-46e5-4c0d-8d4b-d28262d30f99,"MOORE, Alvin Head",2018,0.5604,Conservative (1867-1942),"Merchant, postmaster",Atheist,0,1,,,,,,,,,,,,,1,1,2,9,1,1,9,1,2,9,9,2,9,2,9,1,9,9,1,9,9,1,9,9,9,2,9,2,2,1,2,9,9,9,1,1,9,9,9,2,1,9,9,9,9,9,9,9,9,1,2,2,1,2,2,9,1,9,1,1,1,1,9,1,1,1,1,9,9,9,1,1,1,1,2,9,2,2,1,9,9,9,9,1,1,1,2
117,CARDWELL,Ontario,1867 - 1903,8,1896.06.23,2195,9d374be0-1066-4931-9fc0-1e5fe616c048,"STUBBS, William",1825,0.5588,Independent Conservative,"Farmer, veterinary surgeon",Protestant,0,2,,,,,,,,,,,,,2,2,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,2,1,9,2,9,9,9,9,1,9,9,9,9,9,2,1,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,2,9,9,9,9,9,9,9,9,9,9,2,1,1,9,9,1,2,9,9,9,9,9,9,9,9,9
130,CHAMBLY--VERCHERES,Quebec,1893 - 1933,8,1900.01.18,2197,9d40d4ba-8cab-4ef0-b0d9-d9788b093899,"GEOFFRION, Victor",accl.,,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,9,9,9,9,2,9,9,2,9,2,9,9,9,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1
644,ST. JOHNS--IBERVILLE,Quebec,1892 - 1933,8,1896.08.03,2246,a1231855-4bec-419e-9184-2deabd03d8a5,"TARTE, Hon. J.I.",accl.,,Liberal Party of Canada,"Journalist, newspaper editor, notary",Fr.Catholic,1,2,,1,,,,,,,,,,,2,2,2,9,1,1,2,2,1,2,1,2,1,9,9,9,9,2,2,9,2,2,2,1,9,9,9,9,9,9,9,2,9,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
721,TEMISCOUATA,Quebec,1867 - 1959,8,1896.06.23-1897.06.24 ,2250,a16cab78-38d2-4f2f-8961-4bed9a4f5e95,"POULIOT, Charles-Eugene",2171,0.5751,Liberal Party of Canada,Lawyer,Fr.Catholic,1,1,,,,,,,,,,Died in office:  1897.06.24 ,,,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
183,DRUMMOND--ARTHABASKA,Quebec,1867 - 1966,8,1896.06.23-1897.08.03,2254,a1fe60e8-e7a8-498b-921c-b6712fd21b74,"LAVERGNE, J.",3561,0.6123,Liberal Party of Canada,"Editor, lawyer",Fr.Catholic,1,3,,,,,,,,,,Resignation. Appointed Puisne Judge of the Supreme Court of the Province of Quebec: 1897.08.03,,,2,2,9,2,1,1,2,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
458,MONTMORENCY,Quebec,1867 - 1914,8,1896.06.23,2265,a28c850a-4c37-48c8-b86a-2fc5fbf01cac,"CASGRAIN, T.C.",1096,0.5117,Conservative (1867-1942),"Lawyer, professor of law",Fr.Catholic,1,1,,,,,,,,,United States,,,,1,1,1,9,1,2,9,9,9,1,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,9,9,1,9,1,1,1,9,1,1,9,9,1,1,2,1,1,1,1,1,9,9,9,9,1,1,2,9,9,9,9,9,9
514,ONTARIO SOUTH,Ontario,1867 - 1924,8,1896.06.23,2294,a4a2112f-a411-4ea6-8d96-6bb743197823,"BURNETT, Leonard",2165,0.5172,Liberal Party of Canada,"Farmer, teacher",Protestant,0,1,,,,,,,,,England,,,,9,2,2,9,2,1,9,2,1,2,2,2,9,2,2,2,1,1,2,2,2,1,9,1,2,1,9,9,1,1,1,2,1,9,1,1,9,9,2,1,2,9,9,9,9,9,9,9,9,2,9,9,9,1,9,9,2,2,9,2,1,2,9,9,2,2,2,9,9,9,2,2,2,2,9,9,1,1,9,9,9,1,1,2,2,2,1
192,EAST PRINCE,Prince Edward Island,1892 - 1903,8,1898.12.14,2301,a4ddd21c-a0a4-4201-8585-9b5f31cc0f21,"BELL, John Howatt",1979,0.5058,Liberal Party of Canada,Lawyer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,1,1,9,9,1,9,2,1,9,9,9,9,9,9,1,2,2,2,9,9,9,9,9,9,2,2,9,9,9,2,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,9,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,9
613,RICHMOND--WOLFE,Quebec,1867 - 1966,8,1896.06.23,2324,a6390403-141e-4402-952f-867b4dd01fc5,"STENSON, M.T.",2782,0.5223,Liberal Party of Canada,Teacher,Catholic,0,1,,,,,,,,,Ireland,,,,2,2,2,2,1,1,9,2,1,2,1,2,1,9,2,2,9,9,2,2,2,9,2,1,9,1,1,9,1,9,2,9,1,1,9,9,9,1,2,1,2,9,2,2,2,2,2,1,2,2,2,1,9,9,9,9,2,9,2,2,1,2,9,2,2,9,9,9,9,9,9,9,9,9,2,2,1,9,9,2,1,2,2,9,2,2,1
407,LOTBINIERE,Quebec,1867 - 2000,8,1900.01.25,2334,a6fc2912-863a-4f22-b4cf-427563609051,"FORTIER, Edmond",1496,0.5305,Liberal Party of Canada,Teacher,Fr.Catholic,1,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,2,2,1,2,2,2,9,2,2,2,2,1,2,2,2,9,2,2,2,1,2,2,2,2,2,2,2,1,9,2,2,1,2,1,2,9,2,1
500,NORTHUMBERLAND EAST,Ontario,1867 - 1914,8,1896.06.23,2355,a8b48423-a177-428b-932c-de0c479bc9de,"COCHRANE, E.",2410,0.5449,Conservative (1867-1942),Farmer,Protestant,0,4,,,,,,,,,,,,,1,1,1,1,9,2,9,1,2,9,9,2,2,9,1,1,9,2,1,1,1,1,9,9,2,2,2,2,2,1,9,9,9,2,2,2,9,9,1,2,1,9,1,1,1,9,9,9,9,1,2,9,9,2,2,9,1,1,1,1,1,1,1,1,9,1,1,1,2,9,1,1,1,1,2,1,2,2,1,1,2,1,2,9,1,1,2
548,PETERBOROUGH EAST,Ontario,1867 - 1924,8,1896.06.23,2370,a97355ba-5428-4426-ab4f-49d3faf089a7,"LANG, John",2353,0.5752,Independent Liberal,Farmer,Protestant,0,2,,,,,,,,,,,,,2,2,2,2,1,1,9,2,1,2,2,2,1,1,2,2,1,1,2,1,2,1,9,9,2,1,1,1,1,9,9,9,9,9,9,9,2,9,2,1,2,9,9,9,9,9,9,9,9,2,2,1,2,1,1,2,2,9,2,2,1,2,2,2,2,2,2,9,9,9,2,2,2,2,2,2,1,1,2,2,1,9,9,2,2,2,1
186,DUNDAS,Ontario,1867 - 1924,8,1896.06.23,2373,a9a07775-2146-42b3-aa62-6541588c9dd9,"BRODER, Andrew",1932,0.4497,Conservative (1867-1942),"Farmer, merchant",Protestant,0,1,,,,,,,,,,,,,1,1,2,9,9,9,1,1,2,1,1,9,2,2,2,1,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,2,2,9,9,1,2,1,9,9,1,1,1,1,2,1,1,2,2,1,9,9,2,1,9,1,9,9,1,9,1,1,9,9,9,9,9,9,9,9,9,2,9,9,9,9,1,2,1,1,1,1,1,2
376,LAPRAIRIE--NAPIERVILLE,Quebec,1892 - 1933,8,1896.06.23,2405,abec51c6-5aeb-4d3f-8da5-fcb07abd565a,"MONET, D.",1734,0.5432,Liberal Party of Canada,Lawyer,Fr.Catholic,1,2,,,,,,,,,,,,,2,2,9,9,9,2,2,2,1,9,9,9,9,9,9,9,9,9,2,9,9,2,9,1,1,1,2,9,9,9,9,9,9,9,1,1,9,9,2,9,2,9,9,9,9,9,9,9,9,2,1,9,9,2,2,9,2,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,2,2,9,9,1,2,9,2,2,1,2,2,2,1,1
679,SHELBURNE AND QUEEN'S,Nova Scotia,1892 - 1924,8,1896.06.23-1896.07.17,2406,abf15c70-df56-4b4c-9c67-b2672a2d7fc3,"FORBES, F.G.",2130,0.5244,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,Resignation. Appointed Sub-Collector of Customs: 1896.07.17,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
327,KENT,New Brunswick,1867 - 1966,8,1896.06.23,2423,ad9ee672-d3a0-4ba9-ae0a-6da0d9c13bb7,"MCINERNEY, G.V.",2041,0.5741,Conservative (1867-1942),Lawyer,Catholic,0,2,,,,,,,,,,,,,1,1,9,9,9,9,9,1,2,1,9,9,2,9,9,1,9,2,1,9,1,9,9,2,2,2,9,2,9,9,2,1,9,9,2,2,9,9,1,2,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,1,9,1,9,9,1,1,9,9,9,9,9,9,9,9,1,1,1,9,1,2,9,9,1,9,9,9,9,1,9,9
189,DURHAM WEST,Ontario,1867 - 1903,8,1896.06.23,2428,ae0f7ade-dc63-4d5f-9bfc-2c017edbdb8d,"BEITH, Robert",1458,0.4429,Liberal Party of Canada,Farmer,Protestant,0,2,,,,,,,,,,,,,9,2,2,2,1,1,9,2,1,2,2,1,9,9,2,2,1,1,2,9,9,1,2,1,9,9,1,1,1,1,9,9,1,9,1,1,9,9,2,1,2,2,2,9,2,9,9,9,9,2,2,1,2,2,2,9,2,2,2,2,1,2,2,2,2,2,9,9,9,9,2,2,9,9,9,2,1,1,2,2,1,1,1,2,2,2,1
277,HASTINGS EAST,Ontario,1867 - 1924,8,1896.06.23,2431,ae76cc82-0485-457f-b20a-c1e13fc963f9,"HURLEY, J.M.",1508,0.4075,Liberal Party of Canada,"Cheese maker, farmer, rancher",Catholic,0,1,,,,,,,,,,,,,2,2,2,2,1,1,9,2,1,2,2,1,1,1,2,2,1,9,2,2,2,2,2,1,2,1,1,1,1,1,2,9,1,9,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,2,2,9,9,2,9,1,2,9,9,9,2,9,9,9,9,2,2,9,9,9,9,9,9,9,2,1,1,1,2,2,9,1
515,ONTARIO WEST,Ontario,1882 - 1903,8,1896.06.23-1899.07.31,2443,af336842-eee5-4285-bfb9-7917bf245ea6,"EDGAR, Hon. J.D.",1832,0.6263,Liberal Party of Canada,"Barrister, lawyer",Protestant,0,5,,,,,,,,,,Died in office: 1899.07.31,,,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
411,MACDONALD,Manitoba,1892 - 1947,8,1896.06.23,2454,afe7c34c-ce0c-4794-9c37-be97ecaea761,"BOYD, Nathaniel",2436,0.4249,Conservative (1867-1942),"Businessman, miller, rancher, telegrapher, train dispatcher",Protestant,0,2,,,,,,,,,,,,,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
122,CARLETON,New Brunswick,1867 - 1914,8,1896.06.23,2480,b1db2ed2-2afa-4436-be50-1a568c38811a,"HALE, F.H.",2667,0.5412,Liberal-Conservative,Lumber merchant,Protestant,0,2,,,,,,,,,,,,,1,1,2,9,2,2,9,2,2,1,9,1,2,2,9,1,9,2,1,2,1,1,1,9,1,2,9,9,2,1,2,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,1,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9
258,GUYSBOROUGH,Nova Scotia,1867 - 1914,8,1896.06.23,2483,b2084239-e476-459f-ad17-f94d88a31ee3,"FRASER, Duncan C.",1533,0.5131,Liberal Party of Canada,Lawyer,Protestant,0,2,,,,,,,,,,,,,2,2,2,2,1,1,2,9,9,9,9,1,9,1,2,2,1,9,2,2,2,9,9,1,9,1,1,9,9,1,9,2,1,2,1,1,2,1,2,9,9,9,9,9,9,9,9,9,9,2,2,1,2,2,2,9,9,9,2,9,1,9,2,2,2,2,9,2,1,2,2,2,2,2,9,2,1,1,9,9,9,9,9,2,2,2,9
107,CAPE BRETON,Nova Scotia,1867 - 1903,8,1896.06.23,2514,b4be02a5-b2da-4a53-8a58-46c2fb101176,"MCDOUGALL, H.F.",3430,0.2811,Liberal-Conservative,Merchant,Catholic,0,4,,,,,,,,,,,,,1,1,1,1,1,2,9,1,2,1,9,9,9,9,9,9,9,2,1,2,1,1,1,9,2,2,9,9,2,2,9,1,9,2,2,2,9,9,1,2,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,1,9,9,9,9,1,1,1,1,1,1,1,2,1,9,9,9,9,9,1,1,2,1,1,2,9,9,1,1,9,9
684,SHERBROOKE (TOWN OF),Quebec,,8,1900.01.25,2516,b4c9b702-a03d-49c5-9ca4-0dc50fb58522,"MCINTOSH, John",1397,0.5178,Conservative (1867-1942),Farmer,Protestant,0,1,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
301,HURON EAST,Ontario,1882 - 1914,8,1896.06.23,2522,b51f4134-46ce-4074-8ec8-9b889a8caa45,"MACDONALD, Peter",2079,0.5199,Liberal Party of Canada,Physician,Protestant,0,3,,,,,,,,,,,,,2,2,2,2,2,1,9,2,1,2,2,1,1,1,9,2,9,1,9,2,2,2,9,9,9,9,1,9,1,1,9,2,9,9,9,9,9,9,2,1,2,9,9,9,9,9,9,9,9,9,9,1,2,9,9,9,2,9,2,9,1,9,2,9,9,2,9,2,1,9,9,9,2,2,9,2,1,1,2,2,1,1,1,9,2,2,9
123,CARLETON,Ontario,1867 - 1966,8,1896.06.23,2546,b758cff8-9059-41de-a0e0-afea7441d318,"HODGINS, William T.",1337,0.4751,Conservative (1867-1942),Farmer,Protestant,0,2,,,,,,,,,,,,,1,1,9,9,1,2,9,1,2,1,2,2,2,2,9,1,9,2,9,1,1,9,9,2,2,2,2,2,9,9,9,9,9,9,9,9,9,9,1,2,9,9,1,9,9,1,1,2,1,9,9,2,9,2,9,9,1,9,1,1,9,9,9,1,1,9,1,9,9,9,1,1,9,9,9,9,2,2,1,9,9,9,9,9,1,1,9
601,RENFREW SOUTH,Ontario,1867 - 1966,8,1896.06.23,2586,b9cfd26c-f57d-4fa9-9702-4a65c1f134f0,"FERGUSON, John",1846,0.5645,Independent Conservative,"Farmer, lumberman",Protestant,0,3,,,,,,,,,Scotland,,,,9,9,2,2,9,9,9,1,2,9,9,9,9,9,9,9,9,9,9,2,9,9,1,9,9,9,9,2,2,1,2,1,9,9,9,9,9,9,9,9,1,9,9,1,1,9,9,9,9,9,9,9,9,2,2,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,2,1,2,2,1,1,9
188,DURHAM EAST,Ontario,1867 - 1903,8,1896.06.23,2593,ba06d1c0-5bdf-4e5a-9afc-759eb4f1cd0f,"CRAIG, Thomas Dixon",1767,0.5251,Independent Conservative,Tanner,Protestant,0,2,,,,,,,,,England,,,,1,1,2,2,1,2,9,1,2,9,2,1,9,9,9,9,9,9,9,2,1,1,9,2,2,2,1,2,2,1,2,1,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,1,2,1,9,9,9,1,9,1,1,1,9,9,1,9,9,9,9,1,1,1,1,2,9,1,2,9,1,2,2,2,9,1,9,2
470,MUSKOKA AND PARRY SOUND,Ontario,1882 - 1903,8,1896.06.23,2622,bc2cfe2e-27df-442f-b9e3-245d440b27d5,"MCCORMICK, George",2249,0.4237,Liberal-Conservative,Lumberman,Catholic,0,1,,,,,,,,,,,,,1,1,2,9,1,2,9,1,2,1,9,2,9,9,9,9,9,1,9,9,9,1,9,9,9,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,2,2,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,2,9,9,9,2,2,9,9,9,9
446,MISSISQUOI,Quebec,1867 - 1924,8,1896.06.23,2627,bc715bcf-f296-45d0-9001-fc06cc2c7bd3,"MEIGS, D.B.",1687,0.5342,Liberal Party of Canada,"Farmer, lumberman",Protestant,0,2,,,,,,,,,,,,,2,2,2,2,2,9,9,2,1,2,2,1,9,9,2,2,9,9,2,9,9,9,2,9,2,1,1,1,1,9,9,2,1,9,1,1,9,1,2,1,2,9,9,9,9,9,9,9,9,2,2,1,2,9,9,2,2,9,9,2,1,2,9,9,2,2,9,9,9,9,2,2,2,2,2,2,9,9,9,2,1,9,9,2,2,2,9
806,WEST PRINCE,Prince Edward Island,1892 - 1903,8,1896.06.23,2644,bdf86dc2-c35a-4c20-9655-9d1da2612e66,"HACKETT, Edward",1593,0.4601,Liberal-Conservative,"Accountant, merchant",Catholic,0,3,,,,,,,,,,,,,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
567,PRINCE EDWARD,Ontario,1867 - 1903,8,1896.06.23,2680,c09d79fe-f796-4fa1-b091-b6b46d59f647,"PETTET, Wm. Varney",2188,0.5266,Patrons of Industry,Farmer,Protestant,0,1,,,,,,,,,,,,,2,2,1,2,2,1,9,2,1,2,2,1,9,1,2,2,9,9,2,2,2,2,9,1,1,1,1,9,1,1,2,2,1,9,1,1,9,9,9,1,2,2,2,2,2,2,2,1,9,2,2,1,2,9,9,1,2,2,2,2,2,2,9,2,2,2,2,9,9,9,2,2,2,2,1,9,1,1,2,2,2,2,2,2,2,9,1
369,LANARK NORTH,Ontario,1867 - 1914,8,1896.06.23,2698,c1944d45-5079-45ef-991f-e6c35b1f771c,"ROSAMOND, Bennett",1757,0.4994,Conservative (1867-1942),Woollens manufacturer,Protestant,0,2,,,,,,,,,,,,,1,1,9,2,1,2,9,1,2,9,9,2,2,2,9,1,9,9,9,9,1,9,9,9,2,9,9,2,9,1,2,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,1,9,2,9,9,2,2,9,9,9,9,9,1,1,1,9,9,9,9,9,9,9,9,1,9,9,2,9,1,2,9,1,2,2,2,9,1,9,9
783,VICTORIA NORTH,Ontario,1867 - 1903,8,1896.06.23,2700,c1b69015-0348-4ed6-8d8a-3de18e5d1742,"HUGHES, Samuel",1715,0.4876,Liberal-Conservative,"Editor, teacher",Protestant,0,2,,,,,,,,,,,,,1,9,9,9,9,9,9,2,1,1,9,2,9,1,2,1,9,9,1,2,9,1,1,9,2,2,9,9,9,9,2,9,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
161,CORNWALL AND STORMONT,Ontario,1882 - 1903,8,1896.06.23-1896.10.22,2706,c205a3fe-2e09-4a32-a8a8-a1721609386f,"BERGIN, Darby",1838,0.3824,Liberal-Conservative,Physician,Catholic,0,6,,,,,,,,,,Died in office:  1896.10.22,,,9,9,9,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
